,HO1,HO2,HO3,HO1 R:02_0_D,HO2 R:02_0_D,HO3 R:02_0_D,.HOCOMN,.HOCOML,.HOCOMS,.HOMMN,.HOMML,.HOMMS
2024-03-14,270.88,268.57,266.1,252.96,258.79,260.83,,,,,,
2024-03-15,272.7,269.58,266.79,254.78,259.8,261.52,,,,,,
2024-03-18,278.82,276.17,273.2,260.9,266.39,267.93,,,,,,
2024-03-19,276.07,273.86,271.47,258.15,264.08,266.2,-85554.0,73126.0,158680.0,12759.0,51621.0,38862.0
2024-03-20,269.57,267.54,265.7,251.65,257.76,260.43,,,,,,
2024-03-21,266.88,265.16,263.53,248.96,255.38,258.26,,,,,,
2024-03-22,265.34,263.85,261.87,247.42,254.07,256.6,,,,,,
2024-03-25,267.86,266.42,264.67,249.94,256.64,259.4,,,,,,
2024-03-26,262.18,261.59,260.74,244.26,251.81,255.47,-83767.0,71365.0,155132.0,10451.0,51988.0,41537.0
2024-03-27,259.86,260.25,259.8,242.92,250.87,254.79,,,,,,
2024-03-28,261.56,262.27,261.97,244.94,253.04,257.07,,,,,,
2024-04-01,262.71,262.58,262.54,245.38,253.65,257.76,,,,,,
2024-04-02,271.19,270.5,269.91,253.86,261.57,265.13,-85726.0,73990.0,159716.0,11808.0,48230.0,36422.0
2024-04-03,273.24,272.33,271.81,255.91,263.4,267.03,,,,,,
2024-04-04,274.13,273.43,273.03,256.8,264.5,268.25,,,,,,
2024-04-05,277.3,276.25,275.34,259.97,267.32,270.56,,,,,,
2024-04-08,272.87,272.17,271.63,255.54,263.24,266.85,,,,,,
2024-04-09,267.7,267.59,267.39,250.37,258.66,262.61,-84861.0,80616.0,165477.0,9652.0,50579.0,40927.0
2024-04-10,270.76,270.38,270.18,253.43,261.45,265.4,,,,,,
2024-04-11,265.98,266.24,266.33,248.65,257.31,261.55,,,,,,
2024-04-12,268.51,268.46,268.51,251.18,259.53,263.73,,,,,,
2024-04-15,265.42,265.8,266.14,248.09,256.87,261.36,,,,,,
2024-04-16,265.13,265.78,266.27,247.8,256.85,261.49,-80536.0,90719.0,171255.0,4123.0,46319.0,42196.0
2024-04-17,257.47,258.09,258.67,240.14,249.16,253.89,,,,,,
2024-04-18,253.39,254.22,255.08,236.06,245.29,250.3,,,,,,
2024-04-19,254.13,255.06,255.86,236.8,246.13,251.08,,,,,,
2024-04-22,256.04,256.79,257.43,238.71,247.86,252.65,,,,,,
2024-04-23,257.92,258.6,259.27,240.59,249.67,254.49,-83342.0,98594.0,181936.0,7917.0,42496.0,34579.0
2024-04-24,254.99,255.97,256.8,237.66,247.04,252.02,,,,,,
2024-04-25,255.04,256.04,256.93,237.71,247.11,252.15,,,,,,
2024-04-26,254.82,256.07,257.16,237.49,247.14,252.38,,,,,,
2024-04-29,253.13,254.6,255.62,236.02,245.6,250.75,,,,,,
2024-04-30,251.34,252.76,253.86,234.18,243.84,249.04,-78834.0,102243.0,181077.0,3235.0,38992.0,35757.0
2024-05-01,245.19,246.51,247.73,226.61,236.49,242.0,,,,,,
2024-05-02,244.31,245.76,247.06,225.73,235.74,241.33,,,,,,
2024-05-03,244.34,245.7,247.08,225.76,235.68,241.35,,,,,,
2024-05-06,246.14,247.39,248.71,227.56,237.37,242.98,,,,,,
