,HO1,HO2,HO3,HO1 R:02_0_D,HO2 R:02_0_D,HO3 R:02_0_D,.HOCOMN,.HOCOML,.HOCOMS,.HOMMN,.HOMML,.HOMMS
2017-03-16,150.43,151.1,151.87,-170.07,-51.33,-8.72,,,,,,
2017-03-17,150.85,151.51,152.26,-169.65,-50.92,-8.33,,,,,,
2017-03-20,151.41,152.09,152.81,-169.09,-50.34,-7.78,,,,,,
2017-03-21,150.33,151.03,151.83,-170.17,-51.4,-8.76,-106814.0,135232.0,242046.0,25406.0,78229.0,52823.0
2017-03-22,149.68,150.42,151.25,-170.82,-52.01,-9.34,,,,,,
2017-03-23,149.01,149.7,150.5,-171.49,-52.73,-10.09,,,,,,
2017-03-24,149.76,150.39,151.15,-170.74,-52.04,-9.44,,,,,,
2017-03-27,150.25,150.85,151.63,-170.25,-51.58,-8.96,,,,,,
2017-03-28,151.67,152.01,152.64,-168.83,-50.42,-7.95,-107366.0,138662.0,246028.0,25935.0,78091.0,52156.0
2017-03-29,154.25,154.6,155.28,-166.25,-47.83,-5.31,,,,,,
2017-03-30,155.82,156.05,156.67,-164.8,-46.44,-3.96,,,,,,
2017-03-31,157.36,157.46,158.09,-163.39,-45.02,-2.54,,,,,,
2017-04-03,156.34,157.05,157.87,-164.51,-46.06,-3.53,,,,,,
2017-04-04,159.23,159.94,160.79,-161.62,-43.17,-0.61,-111688.0,138894.0,250582.0,27027.0,79313.0,52286.0
2017-04-05,160.35,161.05,161.86,-160.5,-42.06,0.46,,,,,,
2017-04-06,161.29,161.99,162.84,-159.56,-41.12,1.44,,,,,,
2017-04-07,162.84,163.44,164.16,-158.01,-39.67,2.76,,,,,,
2017-04-10,164.73,165.44,166.2,-156.12,-37.67,4.8,,,,,,
2017-04-11,165.06,165.87,166.71,-155.79,-37.24,5.31,-120465.0,139238.0,259703.0,31807.0,82590.0,50783.0
2017-04-12,165.2,165.97,166.8,-155.65,-37.14,5.4,,,,,,
2017-04-13,164.95,165.75,166.62,-155.9,-37.36,5.22,,,,,,
2017-04-17,163.29,164.21,165.18,-157.56,-38.9,3.78,,,,,,
2017-04-18,162.19,163.11,164.07,-158.66,-40.0,2.67,-127213.0,138255.0,265468.0,33605.0,87251.0,53646.0
2017-04-19,158.13,158.92,159.79,-162.72,-44.19,-1.61,,,,,,
2017-04-20,157.89,158.57,159.29,-162.96,-44.54,-2.11,,,,,,
2017-04-21,155.33,155.94,156.55,-165.52,-47.17,-4.85,,,,,,
2017-04-24,154.27,154.78,155.41,-166.58,-48.33,-5.99,,,,,,
2017-04-25,154.52,154.98,155.66,-166.33,-48.13,-5.74,-118971.0,141754.0,260725.0,31404.0,86997.0,55593.0
2017-04-26,153.67,154.17,154.86,-167.18,-48.94,-6.54,,,,,,
2017-04-27,150.72,151.16,151.87,-170.19,-51.93,-9.49,,,,,,
2017-04-28,150.4,150.72,151.53,-170.63,-52.27,-9.73,,,,,,
2017-05-01,148.78,149.54,150.43,-172.57,-54.26,-11.79,,,,,,
2017-05-02,146.8,147.51,148.3,-174.55,-56.29,-13.92,-95331.0,147969.0,243300.0,14351.0,77737.0,63386.0
2017-05-03,147.36,148.05,148.81,-173.99,-55.75,-13.41,,,,,,
2017-05-04,141.23,141.97,142.77,-180.12,-61.83,-19.45,,,,,,
2017-05-05,143.66,144.37,145.14,-177.69,-59.43,-17.08,,,,,,
2017-05-08,145.56,146.06,146.75,-175.79,-57.74,-15.47,,,,,,
2017-05-09,144.21,144.73,145.44,-177.14,-59.07,-16.78,-86952.0,148451.0,235403.0,10353.0,78725.0,68372.0
2017-05-10,147.54,148.08,148.84,-173.81,-55.72,-13.38,,,,,,
2017-05-11,148.99,149.56,150.32,-172.36,-54.24,-11.9,,,,,,
2017-05-12,149.33,149.92,150.65,-172.02,-53.88,-11.57,,,,,,
2017-05-15,150.96,151.62,152.45,-170.39,-52.18,-9.77,,,,,,
2017-05-16,151.64,152.3,153.14,-169.71,-51.5,-9.08,-90949.0,132898.0,223847.0,13135.0,83466.0,70331.0
2017-05-17,153.35,153.98,154.82,-168.0,-49.82,-7.4,,,,,,
2017-05-18,154.53,155.09,155.82,-166.82,-48.71,-6.4,,,,,,
2017-05-19,158.27,158.84,159.56,-163.08,-44.96,-2.66,,,,,,
2017-05-22,160.21,160.82,161.52,-161.14,-42.98,-0.7,,,,,,
2017-05-23,160.67,161.23,161.92,-160.68,-42.57,-0.3,-97603.0,124917.0,222520.0,15301.0,82120.0,66819.0
2017-05-24,160.63,161.08,161.71,-160.72,-42.72,-0.51,,,,,,
2017-05-25,155.09,155.52,156.13,-166.26,-48.28,-6.09,,,,,,
2017-05-26,156.33,156.7,157.3,-165.02,-47.1,-4.92,,,,,,
2017-05-30,154.94,155.35,156.04,-166.37,-48.36,-6.1,-107504.0,110364.0,217868.0,15874.0,79613.0,63739.0
2017-05-31,151.53,151.79,152.58,-169.93,-51.82,-9.57,,,,,,
2017-06-01,150.17,151.07,152.14,-171.55,-53.33,-10.98,,,,,,
2017-06-02,148.48,149.37,150.43,-173.24,-55.03,-12.69,,,,,,
2017-06-05,145.93,146.9,148.04,-175.79,-57.5,-15.08,,,,,,
2017-06-06,146.62,147.54,148.75,-175.1,-56.86,-14.37,-87081.0,107874.0,194955.0,6805.0,74592.0,67787.0
2017-06-07,141.62,142.49,143.7,-180.1,-61.91,-19.42,,,,,,
2017-06-08,142.23,143.0,144.14,-179.49,-61.4,-18.98,,,,,,
2017-06-09,143.12,143.9,145.01,-178.6,-60.5,-18.11,,,,,,
2017-06-12,142.54,143.37,144.54,-179.18,-61.03,-18.58,,,,,,
2017-06-13,144.77,145.48,146.56,-176.95,-58.92,-16.56,-74714.0,119899.0,194613.0,-695.0,75883.0,76578.0
2017-06-14,141.02,141.8,142.9,-180.7,-62.6,-20.22,,,,,,
2017-06-15,141.46,142.2,143.21,-180.26,-62.2,-19.91,,,,,,
2017-06-16,142.7,143.4,144.35,-179.02,-61.0,-18.77,,,,,,
2017-06-19,141.11,141.86,142.85,-180.61,-62.54,-20.27,,,,,,
2017-06-20,139.49,140.22,141.15,-182.23,-64.18,-21.97,-70900.0,133989.0,204889.0,-732.0,74906.0,75638.0
2017-06-21,136.48,137.19,138.07,-185.24,-67.21,-25.05,,,,,,
2017-06-22,137.16,137.85,138.75,-184.56,-66.55,-24.37,,,,,,
2017-06-23,137.17,137.87,138.74,-184.55,-66.53,-24.38,,,,,,
2017-06-26,138.02,138.64,139.53,-183.7,-65.76,-23.59,,,,,,
2017-06-27,141.37,141.93,142.77,-180.35,-62.47,-20.35,-69653.0,142794.0,212447.0,-5918.0,74748.0,80666.0
2017-06-28,143.3,143.9,144.7,-178.42,-60.5,-18.42,,,,,,
2017-06-29,144.6,145.05,145.82,-177.27,-59.38,-17.36,,,,,,
2017-06-30,147.55,148.31,149.07,-174.01,-56.13,-14.12,,,,,,
2017-07-03,151.28,151.99,152.81,-171.04,-53.21,-11.21,,,,,,
2017-07-04,,,,,,,-82282.0,130749.0,213031.0,4825.0,73649.0,68824.0
2017-07-05,147.85,148.47,149.19,-174.47,-56.73,-14.83,,,,,,
2017-07-06,148.19,148.8,149.61,-174.13,-56.4,-14.41,,,,,,
2017-07-07,144.82,145.41,146.11,-177.5,-59.79,-17.91,,,,,,
2017-07-10,145.36,145.93,146.65,-176.96,-59.27,-17.37,,,,,,
2017-07-11,147.63,148.05,148.68,-174.69,-57.15,-15.34,-88749.0,117245.0,205994.0,7844.0,71603.0,63759.0
2017-07-12,147.37,147.91,148.6,-174.95,-57.29,-15.42,,,,,,
2017-07-13,149.17,149.67,150.32,-173.15,-55.53,-13.7,,,,,,
2017-07-14,151.5,151.94,152.51,-170.82,-53.26,-11.51,,,,,,
2017-07-17,149.95,150.4,150.96,-172.37,-54.8,-13.06,,,,,,
2017-07-18,151.04,151.49,152.05,-171.28,-53.71,-11.97,-90232.0,127496.0,217728.0,10184.0,70400.0,60216.0
2017-07-19,155.14,155.52,156.08,-167.18,-49.68,-7.94,,,,,,
2017-07-20,154.36,154.78,155.33,-167.96,-50.42,-8.69,,,,,,
2017-07-21,151.52,152.0,152.57,-170.8,-53.2,-11.45,,,,,,
2017-07-24,151.69,152.21,152.87,-170.63,-52.99,-11.15,,,,,,
2017-07-25,156.85,157.3,157.82,-165.47,-47.9,-6.2,-95622.0,121456.0,217078.0,11957.0,77221.0,65264.0
2017-07-26,159.53,159.95,160.38,-162.79,-45.25,-3.64,,,,,,
2017-07-27,160.32,160.71,161.13,-162.0,-44.49,-2.89,,,,,,
2017-07-28,163.97,164.09,164.36,-158.35,-41.11,0.34,,,,,,
2017-07-31,165.19,166.74,166.95,-155.7,-38.52,2.86,,,,,,
2017-08-01,164.13,164.49,164.84,-158.31,-40.98,0.54,-113814.0,108137.0,221951.0,22372.0,89618.0,67246.0
2017-08-02,165.88,166.18,166.49,-156.56,-39.29,2.19,,,,,,
2017-08-03,163.89,164.29,164.65,-158.55,-41.18,0.35,,,,,,
2017-08-04,164.86,165.26,165.62,-157.58,-40.21,1.32,,,,,,
2017-08-07,163.98,164.32,164.7,-158.46,-41.15,0.4,,,,,,
2017-08-08,162.92,163.3,163.67,-159.52,-42.17,-0.63,-122153.0,102886.0,225039.0,25541.0,95909.0,70368.0
2017-08-09,165.33,165.57,165.76,-157.11,-39.9,1.46,,,,,,
2017-08-10,163.13,163.44,163.67,-159.31,-42.03,-0.63,,,,,,
2017-08-11,163.46,163.83,164.04,-158.98,-41.64,-0.26,,,,,,
2017-08-14,160.57,160.95,161.13,-161.87,-44.52,-3.17,,,,,,
2017-08-15,159.96,160.41,160.68,-162.48,-45.06,-3.62,-124468.0,95639.0,220107.0,32805.0,102765.0,69960.0
2017-08-16,157.44,157.95,158.4,-165.0,-47.52,-5.9,,,,,,
2017-08-17,158.2,158.73,159.18,-164.24,-46.74,-5.12,,,,,,
2017-08-18,162.04,162.56,162.97,-160.4,-42.91,-1.33,,,,,,
2017-08-21,157.12,157.75,158.36,-165.32,-47.72,-5.94,,,,,,
2017-08-22,159.12,159.63,160.1,-163.32,-45.84,-4.2,-114961.0,87995.0,202956.0,25023.0,92071.0,67048.0
2017-08-23,162.44,162.88,163.25,-160.0,-42.59,-1.05,,,,,,
2017-08-24,162.1,162.34,162.66,-160.34,-43.13,-1.64,,,,,,
2017-08-25,162.23,162.39,162.73,-160.21,-43.08,-1.57,,,,,,
2017-08-28,163.52,163.09,163.05,-158.92,-42.38,-1.25,,,,,,
2017-08-29,166.55,165.4,165.04,-155.89,-40.07,0.74,-124515.0,94178.0,218693.0,30721.0,96175.0,65454.0
2017-08-30,167.38,165.54,164.35,-155.75,-40.76,-0.53,,,,,,
2017-08-31,175.75,174.19,172.04,-147.1,-33.07,6.08,,,,,,
2017-09-01,174.68,173.04,171.51,-146.61,-32.07,7.43,,,,,,
2017-09-05,174.8,173.23,171.71,-146.49,-31.88,7.63,-135293.0,95108.0,230401.0,40666.0,105249.0,64583.0
2017-09-06,175.95,174.62,173.39,-145.34,-30.49,9.31,,,,,,
2017-09-07,178.61,176.89,175.37,-142.68,-28.22,11.29,,,,,,
2017-09-08,176.57,175.12,173.76,-144.72,-29.99,9.68,,,,,,
2017-09-11,174.27,173.34,172.45,-147.02,-31.77,8.37,,,,,,
2017-09-12,174.06,173.44,172.77,-147.23,-31.67,8.69,-138499.0,111830.0,250329.0,43232.0,108241.0,65009.0
2017-09-13,176.85,176.39,175.72,-144.44,-28.72,11.64,,,,,,
2017-09-14,177.75,177.16,176.4,-143.54,-27.95,12.32,,,,,,
2017-09-15,179.88,179.08,178.17,-141.41,-26.03,14.09,,,,,,
2017-09-18,177.96,177.23,176.4,-143.33,-27.88,12.32,,,,,,
2017-09-19,177.26,176.55,175.78,-144.03,-28.56,11.7,-145711.0,127742.0,273453.0,47540.0,111967.0,64427.0
2017-09-20,180.7,179.91,178.99,-140.59,-25.2,14.91,,,,,,
2017-09-21,181.53,180.74,179.88,-139.76,-24.37,15.8,,,,,,
2017-09-22,181.63,180.86,180.1,-139.66,-24.25,16.02,,,,,,
2017-09-25,185.63,184.95,184.29,-135.66,-20.16,20.21,,,,,,
2017-09-26,184.53,183.84,183.22,-136.76,-21.27,19.14,-153518.0,127007.0,280525.0,57871.0,123003.0,65132.0
2017-09-27,184.63,183.9,183.28,-136.66,-21.21,19.2,,,,,,
2017-09-28,183.2,182.43,181.87,-138.13,-22.62,17.8,,,,,,
2017-09-29,181.17,181.0,180.62,-139.56,-23.87,16.74,,,,,,
2017-10-02,176.65,176.5,176.36,-143.91,-27.99,12.81,,,,,,
2017-10-03,175.05,175.04,175.05,-145.51,-29.45,11.5,-148256.0,119434.0,267690.0,54139.0,122634.0,68495.0
2017-10-04,177.39,177.08,176.88,-143.17,-27.41,13.33,,,,,,
2017-10-05,178.63,178.27,178.0,-141.93,-26.22,14.45,,,,,,
2017-10-06,174.39,174.19,173.99,-146.17,-30.3,10.44,,,,,,
2017-10-09,173.52,173.41,173.22,-147.04,-31.08,9.67,,,,,,
2017-10-10,176.49,176.44,176.24,-144.07,-28.05,12.69,-144113.0,115332.0,259445.0,51608.0,118388.0,66780.0
2017-10-11,178.61,178.51,178.27,-141.95,-25.98,14.72,,,,,,
2017-10-12,176.55,176.51,176.31,-144.01,-27.98,12.76,,,,,,
2017-10-13,179.7,179.61,179.36,-140.86,-24.88,15.81,,,,,,
2017-10-16,181.29,181.18,180.86,-139.27,-23.31,17.31,,,,,,
2017-10-17,180.98,180.9,180.66,-139.58,-23.59,17.11,-141497.0,112178.0,253675.0,50813.0,121278.0,70465.0
2017-10-18,180.28,180.37,180.29,-140.28,-24.12,16.74,,,,,,
2017-10-19,177.67,177.78,177.72,-142.89,-26.71,14.17,,,,,,
2017-10-20,180.52,180.54,180.46,-140.04,-23.95,16.91,,,,,,
2017-10-23,178.78,178.96,178.99,-141.78,-25.53,15.44,,,,,,
2017-10-24,182.21,182.26,182.11,-138.35,-22.23,18.56,-141914.0,95411.0,237325.0,49728.0,122331.0,72603.0
2017-10-25,181.82,181.83,181.83,-138.74,-22.66,18.28,,,,,,
2017-10-26,184.19,184.08,183.93,-136.37,-20.41,20.38,,,,,,
2017-10-27,186.69,186.62,186.56,-133.87,-17.87,23.01,,,,,,
2017-10-30,187.77,187.62,187.57,-132.87,-16.86,24.04,,,,,,
2017-10-31,188.45,188.05,188.04,-132.44,-16.39,24.52,-149522.0,89684.0,239206.0,54913.0,125479.0,70566.0
2017-11-01,186.25,186.33,185.97,-134.24,-18.1,22.92,,,,,,
2017-11-02,185.39,185.55,185.29,-135.1,-18.88,22.24,,,,,,
2017-11-03,188.66,188.89,188.71,-131.83,-15.54,25.66,,,,,,
2017-11-06,194.22,194.49,194.34,-126.27,-9.94,31.29,,,,,,
2017-11-07,192.19,192.73,192.74,-128.3,-11.7,29.69,-150398.0,89164.0,239562.0,57984.0,126011.0,68027.0
2017-11-08,192.16,192.51,192.41,-128.33,-11.92,29.36,,,,,,
2017-11-09,194.69,194.9,194.65,-125.8,-9.53,31.6,,,,,,
2017-11-10,193.49,193.77,193.67,-127.0,-10.66,30.62,,,,,,
2017-11-13,193.21,193.53,193.49,-127.28,-10.9,30.44,,,,,,
2017-11-14,190.7,191.11,191.11,-129.79,-13.32,28.06,-149205.0,92313.0,241518.0,60420.0,126838.0,66418.0
2017-11-15,190.87,191.2,191.05,-129.62,-13.23,28.0,,,,,,
2017-11-16,190.21,190.53,190.37,-130.28,-13.9,27.32,,,,,,
2017-11-17,194.66,194.86,194.53,-125.83,-9.57,31.48,,,,,,
2017-11-20,193.21,193.43,193.17,-127.28,-11.0,30.12,,,,,,
2017-11-21,193.59,193.81,193.57,-126.9,-10.62,30.52,-147873.0,89607.0,237480.0,60411.0,128500.0,68089.0
2017-11-22,193.26,193.57,193.49,-127.23,-10.86,30.44,,,,,,
2017-11-24,195.29,195.55,195.55,-125.2,-8.88,32.5,,,,,,
2017-11-27,194.78,195.05,195.03,-125.71,-9.38,31.98,,,,,,
2017-11-28,195.07,195.29,195.23,-125.42,-9.14,32.18,-153522.0,71924.0,225446.0,64103.0,130238.0,66135.0
2017-11-29,192.21,192.38,192.27,-128.33,-12.1,29.17,,,,,,
2017-11-30,189.27,189.76,189.9,-130.95,-14.47,27.09,,,,,,
2017-12-01,194.13,194.17,193.39,-126.58,-10.2,31.15,,,,,,
2017-12-04,189.45,189.62,188.98,-131.26,-14.75,26.74,,,,,,
2017-12-05,191.39,191.48,190.79,-129.32,-12.89,28.55,-143058.0,71644.0,214702.0,56942.0,120071.0,63129.0
2017-12-06,186.13,186.36,185.76,-134.58,-18.01,23.52,,,,,,
2017-12-07,189.7,189.71,188.92,-131.01,-14.66,26.68,,,,,,
2017-12-08,192.88,192.8,191.96,-127.83,-11.57,29.72,,,,,,
2017-12-11,195.06,195.08,194.34,-125.65,-9.29,32.1,,,,,,
2017-12-12,193.36,193.35,192.61,-127.35,-11.02,30.37,-142472.0,90965.0,233437.0,52409.0,117354.0,64945.0
2017-12-13,190.44,190.45,189.74,-130.27,-13.92,27.5,,,,,,
2017-12-14,190.99,191.2,190.58,-129.72,-13.17,28.34,,,,,,
2017-12-15,190.35,190.57,189.97,-130.36,-13.8,27.73,,,,,,
2017-12-18,192.52,192.63,191.79,-128.19,-11.74,29.55,,,,,,
2017-12-19,193.99,194.1,193.25,-126.72,-10.27,31.01,-141244.0,89957.0,231201.0,53254.0,119469.0,66215.0
2017-12-20,194.42,194.65,193.91,-126.29,-9.72,31.67,,,,,,
2017-12-21,195.02,195.28,194.57,-125.69,-9.09,32.33,,,,,,
2017-12-22,196.94,197.19,196.42,-123.77,-7.18,34.18,,,,,,
2017-12-26,203.85,203.8,202.47,-116.86,-0.57,40.23,-149975.0,84127.0,234102.0,60469.0,131893.0,71424.0
2017-12-27,204.02,203.83,202.13,-116.69,-0.54,39.89,,,,,,
2017-12-28,205.21,204.97,203.07,-115.55,0.4,40.72,,,,,,
2017-12-29,207.55,206.81,204.38,-113.71,1.71,41.83,,,,,,
2018-01-02,205.84,203.31,200.4,-114.68,0.64,40.87,-158305.0,79029.0,237334.0,66517.0,140870.0,74353.0
2018-01-03,208.8,206.64,203.82,-111.72,3.97,44.29,,,,,,
2018-01-04,207.7,205.96,203.36,-112.82,3.29,43.83,,,,,,
2018-01-05,205.87,204.32,201.87,-114.65,1.65,42.34,,,,,,
2018-01-08,204.54,203.5,201.54,-115.98,0.83,42.01,,,,,,
2018-01-09,206.62,205.67,203.81,-113.9,3.0,44.28,-156535.0,92729.0,249264.0,67696.0,146828.0,79132.0
2018-01-10,208.07,206.98,205.05,-112.45,4.31,45.52,,,,,,
2018-01-11,207.67,206.75,204.79,-112.85,4.08,45.26,,,,,,
2018-01-12,208.5,207.78,205.94,-112.02,5.11,46.41,,,,,,
2018-01-16,206.34,205.86,204.37,-114.18,3.19,44.84,-151140.0,100411.0,251551.0,64081.0,143329.0,79248.0
2018-01-17,206.91,206.31,204.8,-113.61,3.64,45.27,,,,,,
2018-01-18,206.17,205.86,204.54,-114.35,3.19,45.01,,,,,,
2018-01-19,205.84,205.41,203.9,-114.68,2.74,44.37,,,,,,
2018-01-22,205.69,205.51,204.21,-114.83,2.84,44.68,,,,,,
2018-01-23,208.61,208.23,206.71,-111.91,5.56,47.18,-150502.0,98179.0,248681.0,62108.0,146691.0,84583.0
2018-01-24,210.61,210.23,208.48,-109.91,7.56,48.95,,,,,,
2018-01-25,211.54,211.04,209.14,-108.98,8.37,49.61,,,,,,
2018-01-26,213.6,212.75,210.19,-106.92,10.08,50.66,,,,,,
2018-01-29,210.48,209.78,207.74,-110.04,7.11,48.21,,,,,,
2018-01-30,207.17,206.71,205.25,-113.11,4.62,45.94,-143289.0,95151.0,238440.0,57353.0,148263.0,90910.0
2018-01-31,206.92,206.64,205.47,-113.18,4.84,46.42,,,,,,
2018-02-01,209.04,207.83,206.43,-110.78,7.2,48.79,,,,,,
2018-02-02,205.35,204.41,203.25,-114.47,3.78,45.61,,,,,,
2018-02-05,201.96,201.11,200.14,-117.86,0.48,42.5,,,,,,
2018-02-06,198.51,197.73,196.78,-121.31,-2.9,39.14,-135608.0,90947.0,226555.0,49593.0,137147.0,87554.0
2018-02-07,193.13,192.77,192.09,-126.69,-7.86,34.45,,,,,,
2018-02-08,192.13,191.64,190.92,-127.69,-8.99,33.28,,,,,,
2018-02-09,185.51,185.1,184.59,-134.31,-15.53,26.95,,,,,,
2018-02-12,183.89,183.64,183.36,-135.93,-16.99,25.72,,,,,,
2018-02-13,183.69,183.64,183.48,-136.13,-16.99,25.84,-112884.0,74023.0,186907.0,28666.0,111320.0,82654.0
2018-02-14,188.44,188.23,187.68,-131.38,-12.4,30.04,,,,,,
2018-02-15,189.16,188.86,188.31,-130.66,-11.77,30.67,,,,,,
2018-02-16,191.04,190.84,190.43,-128.78,-9.79,32.79,,,,,,
2018-02-20,192.77,192.63,192.23,-127.05,-8.0,34.59,-105785.0,83235.0,189020.0,21437.0,102623.0,81186.0
2018-02-21,193.23,193.21,192.76,-126.59,-7.42,35.12,,,,,,
2018-02-22,195.27,195.36,194.98,-124.55,-5.27,37.34,,,,,,
2018-02-23,196.94,197.26,197.03,-122.88,-3.37,39.39,,,,,,
2018-02-26,198.59,198.75,198.44,-121.23,-1.88,40.8,,,,,,
2018-02-27,196.3,196.87,196.73,-123.11,-3.59,39.24,-110106.0,83771.0,193877.0,22366.0,105535.0,83169.0
2018-02-28,191.36,190.35,190.5,-129.63,-9.82,33.4,,,,,,
2018-03-01,188.55,188.57,188.29,-131.43,-11.75,31.36,,,,,,
2018-03-02,187.96,188.2,188.1,-132.02,-12.12,31.17,,,,,,
2018-03-05,189.67,190.17,190.32,-130.31,-10.15,33.39,,,,,,
2018-03-06,190.33,190.97,191.11,-129.65,-9.35,34.18,-105077.0,74267.0,179344.0,18713.0,98197.0,79484.0
2018-03-07,187.46,187.91,188.14,-132.52,-12.41,31.21,,,,,,
2018-03-08,185.91,186.22,186.38,-134.07,-14.1,29.45,,,,,,
2018-03-09,188.66,189.0,189.38,-131.32,-11.32,32.45,,,,,,
2018-03-12,186.47,186.87,187.46,-133.51,-13.45,30.53,,,,,,
2018-03-13,187.39,187.69,187.96,-132.59,-12.63,31.03,-92750.0,74972.0,167722.0,7326.0,94122.0,86796.0
2018-03-14,188.71,189.18,189.41,-131.27,-11.14,32.48,,,,,,
2018-03-15,189.29,189.77,190.12,-130.69,-10.55,33.19,,,,,,
2018-03-16,191.18,191.72,192.14,-128.8,-8.6,35.21,,,,,,
2018-03-19,190.7,191.16,191.56,-129.28,-9.16,34.63,,,,,,
2018-03-20,194.95,195.3,195.5,-125.03,-5.02,38.57,-98833.0,82612.0,181445.0,13541.0,97993.0,84452.0
2018-03-21,200.37,200.74,200.97,-119.61,0.42,44.04,,,,,,
2018-03-22,199.23,199.5,199.76,-120.75,-0.82,42.83,,,,,,
2018-03-23,201.84,202.1,202.42,-118.14,1.78,45.49,,,,,,
2018-03-26,201.5,201.8,202.04,-118.48,1.48,45.11,,,,,,
2018-03-27,202.24,202.42,202.47,-117.74,2.1,45.54,-104574.0,83360.0,187934.0,15546.0,104329.0,88783.0
2018-03-28,201.48,201.39,201.16,-118.77,0.79,44.13,,,,,,
2018-03-29,202.84,202.1,201.9,-118.06,1.53,44.92,,,,,,
2018-04-02,198.02,197.77,197.55,-122.14,-2.6,40.67,,,,,,
2018-04-03,199.5,199.1,198.74,-120.66,-1.27,41.86,-103348.0,88810.0,192158.0,15186.0,107381.0,92195.0
2018-04-04,197.73,197.42,197.18,-122.43,-2.95,40.3,,,,,,
2018-04-05,197.65,197.42,197.23,-122.51,-2.95,40.35,,,,,,
2018-04-06,195.78,195.44,195.18,-124.38,-4.93,38.3,,,,,,
2018-04-09,199.66,199.04,198.57,-120.5,-1.33,41.69,,,,,,
2018-04-10,206.48,205.53,204.75,-113.68,5.16,47.87,-107673.0,93596.0,201269.0,16058.0,106606.0,90548.0
2018-04-11,209.27,208.3,207.53,-110.89,7.93,50.65,,,,,,
2018-04-12,208.38,207.56,206.87,-111.78,7.19,49.99,,,,,,
2018-04-13,210.02,209.05,208.42,-110.14,8.68,51.54,,,,,,
2018-04-16,207.03,206.12,205.51,-113.13,5.75,48.63,,,,,,
2018-04-17,205.71,205.27,205.07,-114.45,4.9,48.19,-105885.0,98424.0,204309.0,24261.0,117566.0,93305.0
2018-04-18,209.11,208.83,208.68,-111.05,8.46,51.8,,,,,,
2018-04-19,210.94,210.42,210.1,-109.22,10.05,53.22,,,,,,
2018-04-20,212.3,211.52,211.14,-107.86,11.15,54.26,,,,,,
2018-04-23,214.09,213.24,212.84,-106.07,12.87,55.96,,,,,,
2018-04-24,212.76,211.83,211.34,-107.4,11.46,54.46,-113479.0,101524.0,215003.0,24816.0,124644.0,99828.0
2018-04-25,213.6,212.35,211.68,-106.56,11.98,54.8,,,,,,
2018-04-26,216.0,214.16,213.3,-104.16,13.79,56.42,,,,,,
2018-04-27,215.09,213.43,212.69,-105.07,13.06,55.81,,,,,,
2018-04-30,216.74,214.93,214.33,-103.57,14.7,57.5,,,,,,
2018-05-01,209.97,209.65,209.44,-108.53,10.02,52.94,-118272.0,93306.0,211578.0,27136.0,123974.0,96838.0
2018-05-02,212.15,211.4,210.98,-106.35,11.77,54.48,,,,,,
2018-05-03,211.27,210.72,210.56,-107.23,11.09,54.06,,,,,,
2018-05-04,215.4,214.83,214.65,-103.1,15.2,58.15,,,,,,
2018-05-07,218.5,218.08,217.97,-100.0,18.45,61.47,,,,,,
2018-05-08,215.77,215.04,214.7,-102.73,15.41,58.2,-117602.0,84654.0,202256.0,32632.0,124239.0,91607.0
2018-05-09,221.8,221.12,220.85,-96.7,21.49,64.35,,,,,,
2018-05-10,222.28,221.76,221.64,-96.22,22.13,65.14,,,,,,
2018-05-11,222.2,221.54,221.43,-96.3,21.91,64.93,,,,,,
2018-05-14,224.96,224.12,223.78,-93.54,24.49,67.28,,,,,,
2018-05-15,224.9,224.31,224.07,-93.6,24.68,67.57,-123895.0,97487.0,221382.0,42414.0,131196.0,88782.0
2018-05-16,226.92,226.3,226.01,-91.58,26.67,69.51,,,,,,
2018-05-17,228.08,227.46,227.22,-90.42,27.83,70.72,,,,,,
2018-05-18,226.55,225.91,225.68,-91.95,26.28,69.18,,,,,,
2018-05-21,227.38,226.97,226.86,-91.12,27.34,70.36,,,,,,
2018-05-22,228.0,227.71,227.69,-90.5,28.08,71.19,-126279.0,91999.0,218278.0,43232.0,134032.0,90800.0
2018-05-23,228.96,228.59,228.51,-89.54,28.96,72.01,,,,,,
2018-05-24,226.67,226.25,226.19,-91.83,26.62,69.69,,,,,,
2018-05-25,220.98,220.52,220.5,-97.52,20.89,64.0,,,,,,
2018-05-29,218.59,218.08,218.05,-99.91,18.45,61.55,-126927.0,76490.0,203417.0,43837.0,130559.0,86722.0
2018-05-30,223.17,222.55,222.51,-95.44,22.91,66.05,,,,,,
2018-05-31,219.14,220.46,220.72,-97.53,21.12,64.35,,,,,,
2018-06-01,217.63,218.04,218.54,-100.36,18.44,61.8,,,,,,
2018-06-04,215.25,215.58,215.98,-102.74,15.98,59.24,,,,,,
2018-06-05,214.16,214.56,215.03,-103.83,14.96,58.29,-117835.0,67757.0,185592.0,37276.0,118253.0,80977.0
2018-06-06,212.66,213.23,213.76,-105.33,13.63,57.02,,,,,,
2018-06-07,217.99,218.39,218.81,-100.0,18.79,62.07,,,,,,
2018-06-08,216.43,216.75,217.2,-101.56,17.15,60.46,,,,,,
2018-06-11,216.07,216.48,216.97,-101.92,16.88,60.23,,,,,,
2018-06-12,216.18,216.44,216.81,-101.81,16.84,60.07,-116800.0,84824.0,201624.0,33063.0,111631.0,78568.0
