,CO1,CO2,CO3,CO1 R:02_0_D,CO2 R:02_0_D,CO3 R:02_0_D,.BRCOMN,.BRCOML,.BRCOMS,.BRMMN,.BRMML,.BRMMS
2023-07-03,74.65,74.47,74.21,56.71,59.77,61.8,,,,,,
2023-07-04,76.25,76.05,75.77,58.31,61.35,63.36,-257616.0,899151.0,1156767.0,-85969.0,343524.0,429493.0
2023-07-05,76.65,76.41,76.09,58.71,61.71,63.68,,,,,,
2023-07-06,76.52,76.22,75.84,58.58,61.52,63.43,,,,,,
2023-07-07,78.47,78.08,77.62,60.53,63.38,65.21,,,,,,
2023-07-10,77.69,77.4,77.01,59.75,62.7,64.6,,,,,,
2023-07-11,79.4,79.07,78.65,61.46,64.37,66.24,-298877.0,892820.0,1191697.0,-44803.0,374712.0,419515.0
2023-07-12,80.11,79.79,79.39,62.17,65.09,66.98,,,,,,
2023-07-13,81.36,80.99,80.55,63.42,66.29,68.14,,,,,,
2023-07-14,79.87,79.6,79.21,61.93,64.9,66.8,,,,,,
2023-07-17,78.5,78.38,78.1,60.56,63.68,65.69,,,,,,
2023-07-18,79.63,79.5,79.23,61.69,64.8,66.82,-244129.0,935668.0,1179797.0,-83602.0,346338.0,429940.0
2023-07-19,79.46,79.35,79.11,61.52,64.65,66.7,,,,,,
2023-07-20,79.64,79.52,79.27,61.7,64.82,66.86,,,,,,
2023-07-21,81.07,80.88,80.54,63.13,66.18,68.13,,,,,,
2023-07-24,82.74,82.48,82.07,64.8,67.78,69.66,,,,,,
2023-07-25,83.64,83.25,82.77,65.7,68.55,70.36,-267605.0,937688.0,1205293.0,-58200.0,358633.0,416833.0
2023-07-26,82.92,82.56,82.14,64.98,67.86,69.73,,,,,,
2023-07-27,84.24,83.79,83.31,66.3,69.09,70.9,,,,,,
2023-07-28,84.99,84.41,83.92,67.05,69.71,71.51,,,,,,
2023-07-31,85.56,85.43,84.95,68.07,70.74,72.53,,,,,,
2023-08-01,84.91,84.47,84.02,67.55,70.26,72.09,-294819.0,824857.0,1119676.0,-27654.0,373130.0,400784.0
2023-08-02,83.2,82.81,82.41,65.84,68.6,70.48,,,,,,
2023-08-03,85.14,84.69,84.25,67.78,70.48,72.32,,,,,,
2023-08-04,86.24,85.78,85.32,68.88,71.57,73.39,,,,,,
2023-08-07,85.34,84.94,84.54,67.98,70.73,72.61,,,,,,
2023-08-08,86.17,85.67,85.24,68.81,71.46,73.31,-302433.0,831418.0,1133851.0,-31670.0,378978.0,410648.0
2023-08-09,87.55,86.92,86.41,70.19,72.71,74.48,,,,,,
2023-08-10,86.4,85.84,85.38,69.04,71.63,73.45,,,,,,
2023-08-11,86.81,86.14,85.59,69.45,71.93,73.66,,,,,,
2023-08-14,86.21,85.51,84.94,68.85,71.3,73.01,,,,,,
2023-08-15,84.89,84.28,83.77,67.53,70.07,71.84,-312271.0,853032.0,1165303.0,-18508.0,397195.0,415703.0
2023-08-16,83.45,83.02,82.6,66.09,68.81,70.67,,,,,,
2023-08-17,84.12,83.67,83.24,66.76,69.46,71.31,,,,,,
2023-08-18,84.8,84.36,83.94,67.44,70.15,72.01,,,,,,
2023-08-21,84.46,84.09,83.7,67.1,69.88,71.77,,,,,,
2023-08-22,84.03,83.69,83.35,66.67,69.48,71.42,-276346.0,909705.0,1186051.0,-49653.0,377661.0,427314.0
2023-08-23,83.21,82.84,82.55,65.85,68.63,70.62,,,,,,
2023-08-24,83.36,82.92,82.57,66.0,68.71,70.64,,,,,,
2023-08-25,84.48,83.95,83.56,67.12,69.74,71.63,,,,,,
2023-08-28,84.42,83.87,83.48,67.06,69.66,71.55,,,,,,
2023-08-29,85.49,84.91,84.44,68.13,70.7,72.51,-277664.0,877701.0,1155365.0,-54775.0,364180.0,418955.0
2023-08-30,85.86,85.24,84.75,68.46,71.01,72.8,,,,,,
2023-08-31,86.86,86.83,86.23,70.05,72.49,74.18,,,,,,
2023-09-01,88.55,87.8,87.1,71.77,74.06,75.64,,,,,,
2023-09-04,89.0,88.25,87.55,72.22,74.51,76.09,,,,,,
2023-09-05,90.04,89.35,88.59,73.26,75.61,77.13,-310504.0,891441.0,1201945.0,-20560.0,378690.0,399250.0
2023-09-06,90.6,89.86,89.05,73.82,76.12,77.59,,,,,,
2023-09-07,89.92,89.25,88.49,73.14,75.51,77.03,,,,,,
2023-09-08,90.65,90.03,89.29,73.87,76.29,77.83,,,,,,
2023-09-11,90.64,90.04,89.32,73.86,76.3,77.86,,,,,,
2023-09-12,92.06,91.33,90.51,75.28,77.59,79.05,-337843.0,900851.0,1238694.0,-177.0,395499.0,395676.0
2023-09-13,91.88,91.2,90.39,75.1,77.46,78.93,,,,,,
2023-09-14,93.7,92.94,92.07,76.92,79.2,80.61,,,,,,
2023-09-15,93.93,93.04,92.05,77.15,79.3,80.59,,,,,,
2023-09-18,94.43,93.29,92.1,77.65,79.55,80.64,,,,,,
2023-09-19,94.34,93.14,91.88,77.56,79.4,80.42,-337645.0,938173.0,1275818.0,-2586.0,393591.0,396177.0
2023-09-20,93.53,92.35,91.11,76.75,78.61,79.65,,,,,,
2023-09-21,93.3,92.26,91.09,76.52,78.52,79.63,,,,,,
2023-09-22,93.27,91.96,90.58,76.49,78.22,79.12,,,,,,
2023-09-25,93.29,91.88,90.47,76.51,78.14,79.01,,,,,,
2023-09-26,93.96,92.43,90.9,77.18,78.69,79.44,-280157.0,943505.0,1223662.0,-28187.0,384008.0,412195.0
2023-09-27,96.55,94.36,92.41,79.77,80.62,80.95,,,,,,
2023-09-28,95.38,93.1,91.18,78.51,79.39,79.75,,,,,,
2023-09-29,95.31,92.2,90.36,77.61,78.57,78.93,,,,,,
2023-10-02,90.71,89.06,87.74,76.12,77.27,77.85,,,,,,
2023-10-03,90.92,89.19,87.83,76.33,77.4,77.94,-257674.0,888946.0,1146620.0,-39448.0,362182.0,401630.0
2023-10-04,85.81,84.19,82.97,71.22,72.4,73.08,,,,,,
2023-10-05,84.07,82.64,81.69,69.48,70.85,71.8,,,,,,
2023-10-06,84.58,83.13,82.16,69.99,71.34,72.27,,,,,,
2023-10-09,88.15,86.5,85.33,73.56,74.71,75.44,,,,,,
2023-10-10,87.65,86.23,85.15,73.06,74.44,75.26,-202336.0,947126.0,1149462.0,-98503.0,313347.0,411850.0
2023-10-11,85.82,84.69,83.87,71.23,72.9,73.98,,,,,,
2023-10-12,86.0,84.81,83.95,71.41,73.02,74.06,,,,,,
2023-10-13,90.89,89.34,88.24,76.3,77.55,78.35,,,,,,
2023-10-16,89.65,88.27,87.24,75.06,76.48,77.35,,,,,,
2023-10-17,89.9,88.56,87.55,75.31,76.77,77.66,-268992.0,939720.0,1208712.0,-36745.0,358981.0,395726.0
2023-10-18,91.5,90.22,89.17,76.91,78.43,79.28,,,,,,
2023-10-19,92.38,91.01,89.85,77.79,79.22,79.96,,,,,,
2023-10-20,92.16,90.89,89.77,77.57,79.1,79.88,,,,,,
2023-10-23,89.83,88.69,87.75,75.24,76.9,77.86,,,,,,
2023-10-24,88.07,87.16,86.37,73.48,75.37,76.48,-269871.0,954750.0,1224621.0,-38901.0,359798.0,398699.0
2023-10-25,90.13,89.12,88.27,75.54,77.33,78.38,,,,,,
2023-10-26,87.93,87.05,86.33,73.34,75.26,76.44,,,,,,
2023-10-27,90.48,89.2,88.33,75.89,77.41,78.44,,,,,,
2023-10-30,87.45,86.35,85.62,73.04,74.7,75.82,,,,,,
2023-10-31,87.41,85.02,84.45,71.71,73.53,74.76,-271047.0,965108.0,1236155.0,-33574.0,363384.0,396958.0
2023-11-01,84.63,84.05,83.52,71.32,73.13,74.39,,,,,,
2023-11-02,86.85,86.25,85.69,73.54,75.33,76.56,,,,,,
2023-11-03,84.89,84.4,83.93,71.58,73.48,74.8,,,,,,
2023-11-06,85.18,84.79,84.41,71.87,73.87,75.28,,,,,,
2023-11-07,81.61,81.31,81.03,68.3,70.39,71.9,-264012.0,847577.0,1111589.0,-36977.0,337353.0,374330.0
2023-11-08,79.54,79.41,79.21,66.23,68.49,70.08,,,,,,
2023-11-09,80.01,79.84,79.62,66.7,68.92,70.49,,,,,,
2023-11-10,81.43,81.13,80.84,68.12,70.21,71.71,,,,,,
2023-11-13,82.52,82.19,81.88,69.21,71.27,72.75,,,,,,
2023-11-14,82.47,82.21,81.93,69.16,71.29,72.8,-294657.0,814586.0,1109243.0,-31079.0,338475.0,369554.0
2023-11-15,81.18,81.05,80.88,67.87,70.13,71.75,,,,,,
2023-11-16,77.42,77.51,77.5,64.11,66.59,68.37,,,,,,
2023-11-17,80.61,80.5,80.35,67.3,69.58,71.22,,,,,,
2023-11-20,82.32,82.34,82.2,69.01,71.42,73.07,,,,,,
2023-11-21,82.45,82.48,82.33,69.14,71.56,73.2,-293616.0,846862.0,1140478.0,-40856.0,331452.0,372308.0
2023-11-22,81.96,81.88,81.7,68.65,70.96,72.57,,,,,,
2023-11-23,81.42,81.25,81.05,68.11,70.33,71.92,,,,,,
2023-11-24,80.58,80.48,80.31,67.27,69.56,71.18,,,,,,
2023-11-27,79.98,79.87,79.73,66.67,68.95,70.6,,,,,,
2023-11-28,81.68,81.47,81.23,68.37,70.55,72.1,-298145.0,816772.0,1114917.0,-37693.0,336382.0,374075.0
2023-11-29,83.1,82.88,82.58,69.78,71.9,73.38,,,,,,
2023-11-30,82.83,80.86,80.58,67.76,69.9,71.37,,,,,,
2023-12-01,78.88,78.77,78.61,65.78,68.09,69.7,,,,,,
2023-12-04,78.03,78.07,78.05,64.93,67.39,69.14,,,,,,
2023-12-05,77.2,77.17,77.08,64.1,66.49,68.17,-265048.0,815510.0,1080558.0,-50490.0,335022.0,385512.0
2023-12-06,74.3,74.45,74.49,61.2,63.77,65.58,,,,,,
2023-12-07,74.05,74.24,74.33,60.95,63.56,65.42,,,,,,
2023-12-08,75.84,76.0,76.03,62.74,65.32,67.12,,,,,,
2023-12-11,76.03,76.25,76.35,62.93,65.57,67.44,,,,,,
2023-12-12,73.24,73.52,73.7,60.14,62.84,64.79,-217180.0,892703.0,1109883.0,-102060.0,342695.0,444755.0
2023-12-13,74.26,74.51,74.71,61.16,63.83,65.8,,,,,,
2023-12-14,76.61,76.85,77.01,63.51,66.17,68.1,,,,,,
2023-12-15,76.55,76.76,76.92,63.45,66.08,68.01,,,,,,
2023-12-18,77.95,78.11,78.21,64.85,67.43,69.3,,,,,,
2023-12-19,79.23,79.37,79.41,66.13,68.69,70.5,-270682.0,858730.0,1129412.0,-84480.0,352027.0,436507.0
2023-12-20,79.7,79.66,79.59,66.6,68.98,70.68,,,,,,
2023-12-21,79.39,79.16,79.0,66.29,68.48,70.09,,,,,,
2023-12-22,79.07,78.8,78.64,65.97,68.12,69.73,,,,,,
2023-12-26,81.07,80.85,80.66,67.97,70.17,71.75,-303527.0,820709.0,1124236.0,-58850.0,381335.0,440185.0
2023-12-27,79.65,79.54,79.41,66.66,68.92,70.55,,,,,,
2023-12-28,78.39,77.15,77.04,64.27,66.55,68.23,,,,,,
2023-12-29,77.04,76.91,76.79,64.16,66.42,68.08,,,,,,
2024-01-02,75.89,75.86,75.82,63.01,65.37,67.11,-280418.0,758327.0,1038745.0,-69245.0,380840.0,450085.0
2024-01-03,78.25,78.14,78.04,65.37,67.65,69.33,,,,,,
2024-01-04,77.59,77.41,77.26,64.71,66.92,68.55,,,,,,
2024-01-05,78.76,78.54,78.35,65.88,68.05,69.64,,,,,,
2024-01-08,76.12,75.91,75.75,63.24,65.42,67.04,,,,,,
2024-01-09,77.59,77.26,77.03,64.71,66.77,68.32,-313297.0,783533.0,1096830.0,-35050.0,411818.0,446868.0
2024-01-10,76.8,76.45,76.23,63.92,65.96,67.52,,,,,,
2024-01-11,77.41,77.11,76.92,64.53,66.62,68.21,,,,,,
2024-01-12,78.29,77.97,77.77,65.41,67.48,69.06,,,,,,
2024-01-15,78.15,77.81,77.6,65.27,67.32,68.89,,,,,,
2024-01-16,78.29,77.87,77.61,65.41,67.38,68.9,-330491.0,859584.0,1190075.0,-28102.0,418266.0,446368.0
2024-01-17,77.88,77.49,77.26,65.0,67.0,68.55,,,,,,
2024-01-18,79.1,78.65,78.39,66.22,68.16,69.68,,,,,,
2024-01-19,78.56,78.08,77.79,65.68,67.59,69.08,,,,,,
2024-01-22,80.06,79.6,79.32,67.18,69.11,70.61,,,,,,
2024-01-23,79.55,79.11,78.85,66.67,68.62,70.14,-308719.0,858056.0,1166775.0,-42857.0,408485.0,451342.0
2024-01-24,80.04,79.63,79.38,67.16,69.14,70.67,,,,,,
2024-01-25,82.43,81.96,81.63,69.55,71.47,72.92,,,,,,
2024-01-26,83.55,82.95,82.52,70.67,72.46,73.81,,,,,,
2024-01-29,82.4,81.83,81.45,69.52,71.34,72.74,,,,,,
2024-01-30,82.87,82.5,82.13,70.19,72.02,73.41,-339636.0,845081.0,1184717.0,-25275.0,448679.0,473954.0
2024-01-31,81.71,80.55,80.27,68.24,70.16,71.61,,,,,,
2024-02-01,78.7,78.41,78.11,66.39,68.3,69.77,,,,,,
2024-02-02,77.33,77.07,76.8,65.02,66.96,68.46,,,,,,
2024-02-05,77.99,77.73,77.48,65.68,67.62,69.14,,,,,,
2024-02-06,78.59,78.27,77.95,66.28,68.16,69.61,-324613.0,835556.0,1160169.0,-29783.0,427941.0,457724.0
2024-02-07,79.21,78.89,78.55,66.9,68.78,70.21,,,,,,
2024-02-08,81.63,81.08,80.57,69.32,70.97,72.23,,,,,,
2024-02-09,82.19,81.61,81.11,69.88,71.5,72.77,,,,,,
2024-02-12,82.0,81.51,81.04,69.69,71.4,72.7,,,,,,
2024-02-13,82.77,82.07,81.48,70.46,71.96,73.14,-383748.0,809050.0,1192798.0,18855.0,463699.0,444844.0
2024-02-14,81.6,80.99,80.48,69.29,70.88,72.14,,,,,,
2024-02-15,82.86,82.16,81.56,70.55,72.05,73.22,,,,,,
2024-02-16,83.47,82.74,82.11,71.16,72.63,73.77,,,,,,
2024-02-19,83.56,82.73,82.09,71.25,72.62,73.75,,,,,,
2024-02-20,82.34,81.5,80.87,70.03,71.39,72.53,-359251.0,827977.0,1187228.0,-1590.0,457849.0,459439.0
2024-02-21,83.03,82.11,81.41,70.72,72.0,73.07,,,,,,
2024-02-22,83.67,82.7,81.99,71.36,72.59,73.65,,,,,,
2024-02-23,81.62,80.8,80.25,69.31,70.69,71.91,,,,,,
2024-02-26,82.53,81.67,81.1,70.22,71.56,72.76,,,,,,
2024-02-27,83.65,82.66,82.02,71.34,72.55,73.68,-363511.0,828564.0,1192075.0,-4507.0,451209.0,455716.0
2024-02-28,83.68,82.15,81.47,70.83,72.0,73.13,,,,,,
2024-02-29,83.62,81.91,81.18,70.59,71.71,72.81,,,,,,
2024-03-01,83.55,82.69,81.93,72.23,73.22,74.21,,,,,,
2024-03-04,82.8,82.08,81.41,71.48,72.61,73.69,,,,,,
2024-03-05,82.04,81.33,80.69,70.72,71.86,72.97,-344650.0,831890.0,1176540.0,-31794.0,426019.0,457813.0
2024-03-06,82.96,82.18,81.49,71.64,72.71,73.77,,,,,,
2024-03-07,82.96,82.28,81.63,71.64,72.81,73.91,,,,,,
2024-03-08,82.08,81.51,80.92,70.76,72.04,73.2,,,,,,
2024-03-11,82.21,81.72,81.2,70.89,72.25,73.48,,,,,,
2024-03-12,81.92,81.46,80.95,70.6,71.99,73.23,-350810.0,875293.0,1226103.0,-25277.0,425849.0,451126.0
2024-03-13,84.03,83.44,82.81,72.71,73.97,75.09,,,,,,
2024-03-14,85.42,84.74,84.03,74.1,75.27,76.31,,,,,,
2024-03-15,85.34,84.75,84.11,74.02,75.28,76.39,,,,,,
2024-03-18,86.89,86.19,85.42,75.57,76.72,77.7,,,,,,
2024-03-19,87.38,86.62,85.83,76.06,77.15,78.11,-421871.0,881067.0,1302938.0,37986.0,479949.0,441963.0
2024-03-20,85.95,85.38,84.72,74.63,75.91,77.0,,,,,,
2024-03-21,85.78,85.24,84.6,74.46,75.77,76.88,,,,,,
2024-03-22,85.43,84.83,84.15,74.11,75.36,76.43,,,,,,
2024-03-25,86.75,86.08,85.36,75.43,76.61,77.64,,,,,,
2024-03-26,86.25,85.63,84.91,74.93,76.16,77.19,-429104.0,886140.0,1315244.0,51135.0,485863.0,434728.0
2024-03-27,86.09,85.41,84.71,74.71,75.96,77.02,,,,,,
2024-03-28,87.48,87.0,86.15,76.3,77.4,78.35,,,,,,
2024-04-01,87.42,86.49,85.64,76.72,77.74,78.64,,,,,,
2024-04-02,88.92,87.89,86.92,78.22,79.14,79.92,-425994.0,829617.0,1255611.0,55056.0,494185.0,439129.0
2024-04-03,89.35,88.42,87.53,78.65,79.67,80.53,,,,,,
2024-04-04,90.65,89.66,88.71,79.95,80.91,81.71,,,,,,
2024-04-05,91.17,90.13,89.12,80.47,81.38,82.12,,,,,,
2024-04-08,90.38,89.38,88.43,79.68,80.63,81.43,,,,,,
2024-04-09,89.42,88.53,87.66,78.72,79.78,80.66,-427687.0,897581.0,1325268.0,57435.0,512943.0,455508.0
2024-04-10,90.48,89.49,88.53,79.78,80.74,81.53,,,,,,
2024-04-11,89.74,88.83,87.94,79.04,80.08,80.94,,,,,,
2024-04-12,90.45,89.53,88.65,79.75,80.78,81.65,,,,,,
2024-04-15,90.1,89.25,88.41,79.4,80.5,81.41,,,,,,
2024-04-16,90.02,89.23,88.43,79.32,80.48,81.43,-431462.0,1014532.0,1445994.0,65642.0,540619.0,474977.0
2024-04-17,87.29,86.6,85.9,76.59,77.85,78.9,,,,,,
2024-04-18,87.11,86.4,85.7,76.41,77.65,78.7,,,,,,
2024-04-19,87.29,86.51,85.75,76.59,77.76,78.75,,,,,,
2024-04-22,87.0,86.07,85.29,76.3,77.32,78.29,,,,,,
2024-04-23,88.42,87.39,86.55,77.72,78.64,79.55,-377383.0,1036868.0,1414251.0,35721.0,498237.0,462516.0
2024-04-24,88.02,87.04,86.29,77.32,78.29,79.29,,,,,,
2024-04-25,89.01,87.77,86.92,78.31,79.02,79.92,,,,,,
2024-04-26,89.5,88.21,87.37,78.8,79.46,80.37,,,,,,
2024-04-29,88.4,87.2,86.42,77.79,78.51,79.47,,,,,,
2024-04-30,87.86,86.33,85.61,76.92,77.7,78.7,-363792.0,942673.0,1306465.0,41441.0,516425.0,474984.0
2024-05-01,83.44,82.79,82.15,74.03,74.88,75.94,,,,,,
2024-05-02,83.67,83.03,82.4,74.26,75.12,76.19,,,,,,
2024-05-03,82.96,82.45,81.91,73.55,74.54,75.7,,,,,,
2024-05-06,83.33,82.84,82.32,73.92,74.93,76.11,,,,,,
2024-05-07,83.16,82.72,82.23,73.75,74.81,76.02,-360459.0,900528.0,1260987.0,5617.0,470276.0,464659.0
2024-05-08,83.58,83.0,82.42,74.17,75.09,76.21,,,,,,
2024-05-09,83.88,83.34,82.75,74.47,75.43,76.54,,,,,,
2024-05-10,82.79,82.36,81.83,73.38,74.45,75.62,,,,,,
2024-05-13,83.36,82.91,82.37,73.95,75.0,76.16,,,,,,
2024-05-14,82.38,81.96,81.47,72.97,74.05,75.26,-305621.0,937572.0,1243193.0,-50598.0,431982.0,482580.0
2024-05-15,82.75,82.33,81.83,73.34,74.42,75.62,,,,,,
2024-05-16,83.27,82.87,82.36,73.86,74.96,76.15,,,,,,
2024-05-17,83.98,83.63,83.14,74.57,75.72,76.93,,,,,,
2024-05-20,83.71,83.46,83.05,74.3,75.55,76.84,,,,,,
2024-05-21,82.88,82.7,82.33,73.47,74.79,76.12,-253557.0,1034446.0,1288003.0,-102969.0,406757.0,509726.0
2024-05-22,81.9,81.64,81.22,72.49,73.73,75.01,,,,,,
2024-05-23,81.36,81.11,80.69,71.95,73.2,74.48,,,,,,
2024-05-24,82.12,81.84,81.4,72.71,73.93,75.19,,,,,,
2024-05-27,83.1,82.88,82.45,73.69,74.97,76.24,,,,,,
2024-05-28,84.22,83.94,83.49,74.81,76.03,77.28,-256286.0,1070373.0,1326659.0,-95612.0,411452.0,507064.0
2024-05-29,83.6,83.43,83.03,74.19,75.52,76.82,,,,,,
2024-05-30,81.86,81.88,81.58,72.64,74.07,75.43,,,,,,
2024-05-31,81.62,81.11,80.87,71.87,73.36,74.79,,,,,,
2024-06-03,78.36,78.22,77.95,69.12,70.71,72.21,,,,,,
2024-06-04,77.52,77.27,76.94,68.28,69.76,71.2,-180593.0,1082618.0,1263211.0,-172294.0,364050.0,536344.0
2024-06-05,78.41,78.04,77.61,69.17,70.53,71.87,,,,,,
2024-06-06,79.87,79.5,79.04,70.63,71.99,73.3,,,,,,
2024-06-07,79.62,79.34,78.94,70.38,71.83,73.2,,,,,,
2024-06-10,81.63,81.23,80.75,72.39,73.72,75.01,,,,,,
2024-06-11,81.92,81.54,81.06,72.68,74.03,75.32,-216401.0,1088000.0,1304401.0,-152262.0,344304.0,496566.0
2024-06-12,82.6,82.15,81.65,73.36,74.64,75.91,,,,,,
2024-06-13,82.75,82.3,81.8,73.51,74.79,76.06,,,,,,
2024-06-14,82.62,82.08,81.5,73.38,74.57,75.76,,,,,,
2024-06-17,84.25,83.52,82.79,75.01,76.01,77.05,,,,,,
2024-06-18,85.33,84.53,83.79,76.09,77.02,78.05,-273609.0,1096377.0,1369986.0,-89455.0,382933.0,472388.0
2024-06-19,85.07,84.29,83.58,75.83,76.78,77.84,,,,,,
2024-06-20,85.71,84.86,84.13,76.47,77.35,78.39,,,,,,
2024-06-21,85.24,84.33,83.56,76.0,76.82,77.82,,,,,,
2024-06-24,86.01,85.15,84.41,76.77,77.64,78.67,,,,,,
2024-06-25,85.01,84.22,83.58,75.77,76.71,77.84,-257498.0,1067245.0,1324743.0,-94438.0,396002.0,490440.0
2024-06-26,85.25,84.47,83.85,76.01,76.96,78.11,,,,,,
2024-06-27,86.39,85.26,84.44,76.8,77.55,78.6,,,,,,
2024-06-28,86.41,85.0,84.19,76.54,77.3,78.33,,,,,,
2024-07-01,86.6,85.72,84.97,78.14,78.83,79.8,,,,,,
2024-07-02,86.24,85.44,84.73,77.78,78.55,79.56,-298135.0,1012988.0,1311123.0,-57704.0,419105.0,476809.0
2024-07-03,87.34,86.52,85.79,78.88,79.63,80.62,,,,,,
2024-07-04,87.43,86.57,85.82,78.97,79.68,80.65,,,,,,
2024-07-05,86.54,85.71,84.98,78.08,78.82,79.81,,,,,,
2024-07-08,85.75,84.99,84.3,77.29,78.1,79.13,,,,,,
2024-07-09,84.66,83.89,83.2,76.2,77.0,78.03,-302192.0,961417.0,1263609.0,-33569.0,429547.0,463116.0
2024-07-10,85.08,84.2,83.41,76.62,77.31,78.24,,,,,,
2024-07-11,85.4,84.42,83.59,76.94,77.53,78.42,,,,,,
2024-07-12,85.03,84.1,83.32,76.57,77.21,78.15,,,,,,
2024-07-15,84.85,83.9,83.1,76.39,77.01,77.93,,,,,,
2024-07-16,83.73,82.8,82.02,75.27,75.91,76.85,-292966.0,943621.0,1236587.0,-31593.0,422303.0,453896.0
2024-07-17,85.08,83.96,83.07,76.62,77.07,77.9,,,,,,
2024-07-18,85.11,83.93,83.05,76.65,77.04,77.88,,,,,,
2024-07-19,82.63,81.56,80.74,74.17,74.67,75.57,,,,,,
2024-07-22,82.4,81.44,80.7,73.94,74.55,75.53,,,,,,
2024-07-23,81.01,80.07,79.31,72.55,73.18,74.14,-281096.0,1056097.0,1337193.0,-52993.0,397042.0,450035.0
2024-07-24,81.71,80.82,80.09,73.25,73.93,74.92,,,,,,
2024-07-25,82.37,81.39,80.58,73.91,74.5,75.41,,,,,,
2024-07-26,81.13,80.28,79.56,72.67,73.39,74.39,,,,,,
2024-07-29,79.78,79.05,78.42,71.32,72.16,73.25,,,,,,
2024-07-30,78.63,78.07,77.56,70.34,71.3,72.46,-259254.0,1026451.0,1285705.0,-85651.0,351772.0,437423.0
2024-07-31,80.72,80.84,80.23,73.11,73.97,75.04,,,,,,
2024-08-01,79.52,78.95,78.47,71.79,72.69,73.8,,,,,,
2024-08-02,76.81,76.27,75.81,69.08,70.01,71.14,,,,,,
2024-08-05,76.3,75.96,75.62,68.57,69.7,70.95,,,,,,
2024-08-06,76.48,76.03,75.62,68.75,69.77,70.95,-256133.0,997385.0,1253518.0,-119507.0,330073.0,449580.0
2024-08-07,78.33,77.67,77.14,70.6,71.41,72.47,,,,,,
2024-08-08,79.16,78.48,77.95,71.43,72.22,73.28,,,,,,
2024-08-09,79.66,78.92,78.36,71.93,72.66,73.69,,,,,,
2024-08-12,82.3,81.38,80.71,74.57,75.12,76.04,,,,,,
2024-08-13,80.69,79.93,79.34,72.96,73.67,74.67,-305672.0,959870.0,1265542.0,-92187.0,329506.0,421693.0
2024-08-14,79.76,79.03,78.51,72.03,72.77,73.84,,,,,,
2024-08-15,81.04,80.17,79.6,73.31,73.91,74.93,,,,,,
2024-08-16,79.68,78.87,78.29,71.95,72.61,73.62,,,,,,
2024-08-19,77.66,77.1,76.68,69.93,70.84,72.01,,,,,,
2024-08-20,77.2,76.58,76.11,69.47,70.32,71.44,-285123.0,956756.0,1241879.0,-92305.0,316331.0,408636.0
2024-08-21,76.05,75.5,75.08,68.32,69.24,70.41,,,,,,
2024-08-22,77.22,76.55,76.02,69.49,70.29,71.35,,,,,,
2024-08-23,79.02,78.15,77.54,71.29,71.89,72.87,,,,,,
2024-08-26,81.43,80.36,79.51,73.7,74.1,74.84,,,,,,
2024-08-27,79.55,78.66,77.92,71.82,72.4,73.25,-321251.0,935496.0,1256747.0,-74516.0,336674.0,411190.0
2024-08-28,78.65,77.58,76.8,70.92,71.32,72.13,,,,,,
2024-08-29,79.94,78.82,77.98,72.16,72.5,73.27,,,,,,
2024-08-30,78.8,76.93,76.24,70.27,70.76,71.61,,,,,,
2024-09-02,77.52,76.73,76.16,70.86,71.25,72.05,,,,,,
2024-09-03,73.75,73.3,72.91,67.09,67.82,68.8,-327964.0,921214.0,1249178.0,-74568.0,335066.0,409634.0
2024-09-04,72.7,72.28,71.93,66.04,66.8,67.82,,,,,,
2024-09-05,72.69,72.33,72.04,66.03,66.85,67.93,,,,,,
2024-09-06,71.06,70.71,70.45,64.4,65.23,66.34,,,,,,
2024-09-09,71.84,71.36,71.0,65.18,65.88,66.89,,,,,,
2024-09-10,69.19,68.83,68.54,62.53,63.35,64.43,-332363.0,979482.0,1311845.0,-116900.0,310841.0,427741.0
2024-09-11,70.61,70.17,69.81,63.95,64.69,65.7,,,,,,
2024-09-12,71.97,71.43,71.05,65.31,65.95,66.94,,,,,,
2024-09-13,71.61,71.05,70.64,64.95,65.57,66.53,,,,,,
2024-09-16,72.75,72.15,71.75,66.09,66.67,67.64,,,,,,
2024-09-17,73.7,73.01,72.59,67.04,67.53,68.48,-349686.0,959852.0,1309538.0,-115691.0,296639.0,412330.0
2024-09-18,73.65,72.88,72.42,66.99,67.4,68.31,,,,,,
2024-09-19,74.88,74.01,73.48,68.22,68.53,69.37,,,,,,
2024-09-20,74.49,73.69,73.19,67.83,68.21,69.08,,,,,,
2024-09-23,73.9,73.21,72.78,67.24,67.73,68.67,,,,,,
2024-09-24,75.17,74.47,74.03,68.51,68.99,69.92,-384599.0,920100.0,1304699.0,-75843.0,318802.0,394645.0
2024-09-25,73.46,72.9,72.57,66.8,67.42,68.46,,,,,,
2024-09-26,71.6,71.09,70.78,64.94,65.61,66.67,,,,,,
2024-09-27,71.98,71.54,71.21,65.32,66.06,67.1,,,,,,
2024-09-30,71.77,71.7,71.46,65.48,66.31,67.37,,,,,,
2024-10-01,73.56,73.21,72.96,67.34,68.06,69.05,-409525.0,917563.0,1327088.0,-60605.0,333000.0,393605.0
2024-10-02,73.9,73.54,73.26,67.68,68.39,69.35,,,,,,
2024-10-03,77.62,77.11,76.7,71.4,71.96,72.79,,,,,,
2024-10-04,78.05,77.43,76.89,71.83,72.28,72.98,,,,,,
