,CO1,CO2,CO3,CO1 R:02_0_D,CO2 R:02_0_D,CO3 R:02_0_D,.BRCOMN,.BRCOML,.BRCOMS,.BRMMN,.BRMML,.BRMMS
2018-06-26,76.31,76.14,75.83,24.05,31.7,36.47,-805618.0,754607.0,1560225.0,326010.0,569092.0,243082.0
2018-06-27,77.62,77.46,77.17,25.36,33.02,37.81,,,,,,
2018-06-28,77.85,77.61,77.33,25.51,33.18,37.96,,,,,,
2018-06-29,79.44,79.23,78.86,27.13,34.71,39.44,,,,,,
2018-07-02,77.3,76.98,76.69,25.2,32.83,37.6,,,,,,
2018-07-03,77.76,77.41,77.09,25.66,33.26,38.0,-818671.0,738342.0,1557013.0,321553.0,565272.0,243719.0
2018-07-04,78.24,77.89,77.57,26.14,33.74,38.48,,,,,,
2018-07-05,77.39,77.1,76.83,25.29,32.95,37.74,,,,,,
2018-07-06,77.11,76.91,76.72,25.01,32.76,37.63,,,,,,
2018-07-09,78.07,77.85,77.66,25.97,33.7,38.57,,,,,,
2018-07-10,78.86,78.62,78.4,26.76,34.47,39.31,-818452.0,741460.0,1559912.0,310722.0,556003.0,245281.0
2018-07-11,73.4,73.33,73.31,21.3,29.18,34.22,,,,,,
2018-07-12,74.45,74.44,74.46,22.35,30.29,35.37,,,,,,
2018-07-13,75.33,75.26,75.23,23.23,31.11,36.14,,,,,,
2018-07-16,71.84,71.82,71.85,19.74,27.67,32.76,,,,,,
2018-07-17,72.16,72.24,72.3,20.06,28.09,33.21,-747481.0,748024.0,1495505.0,237507.0,471675.0,234168.0
2018-07-18,72.9,72.99,73.01,20.8,28.84,33.92,,,,,,
2018-07-19,72.58,72.67,72.74,20.48,28.52,33.65,,,,,,
2018-07-20,73.07,73.14,73.22,20.97,28.99,34.13,,,,,,
2018-07-23,73.06,73.38,73.58,20.96,29.23,34.49,,,,,,
2018-07-24,73.44,73.8,74.05,21.34,29.65,34.96,-765974.0,734519.0,1500493.0,259269.0,489133.0,229864.0
2018-07-25,73.93,74.41,74.7,21.83,30.26,35.61,,,,,,
2018-07-26,74.54,75.12,75.38,22.44,30.97,36.29,,,,,,
2018-07-27,74.29,74.76,74.98,22.19,30.61,35.89,,,,,,
2018-07-30,74.97,75.55,75.75,22.98,31.38,36.65,,,,,,
2018-07-31,74.25,74.21,74.39,21.64,30.02,35.27,-752753.0,704070.0,1456823.0,263084.0,484435.0,221351.0
2018-08-01,72.39,72.67,72.76,19.82,28.3,33.6,,,,,,
2018-08-02,73.45,73.68,73.74,20.88,29.31,34.58,,,,,,
2018-08-03,73.21,73.53,73.63,20.64,29.16,34.47,,,,,,
2018-08-06,73.75,74.07,74.2,21.18,29.7,35.04,,,,,,
2018-08-07,74.65,74.99,75.16,22.08,30.62,36.0,-739768.0,712273.0,1452041.0,253437.0,468151.0,214714.0
2018-08-08,72.28,72.64,72.84,19.71,28.27,33.68,,,,,,
2018-08-09,72.07,72.39,72.57,19.5,28.02,33.41,,,,,,
2018-08-10,72.81,73.11,73.26,20.24,28.74,34.1,,,,,,
2018-08-13,72.61,72.92,73.07,20.04,28.55,33.91,,,,,,
2018-08-14,72.46,72.78,72.93,19.89,28.41,33.77,-727225.0,757924.0,1485149.0,246424.0,452724.0,206300.0
2018-08-15,70.76,71.1,71.26,18.19,26.73,32.1,,,,,,
2018-08-16,71.43,71.75,71.88,18.86,27.38,32.72,,,,,,
2018-08-17,71.83,72.07,72.15,19.26,27.7,32.99,,,,,,
2018-08-20,72.21,72.57,72.63,19.64,28.2,33.47,,,,,,
2018-08-21,72.63,72.91,72.92,20.06,28.54,33.76,-703133.0,763951.0,1467084.0,228346.0,436331.0,207985.0
2018-08-22,74.78,75.07,75.06,22.21,30.7,35.9,,,,,,
2018-08-23,74.73,75.09,75.1,22.16,30.72,35.94,,,,,,
2018-08-24,75.82,76.13,76.07,23.25,31.76,36.91,,,,,,
2018-08-27,76.21,76.5,76.43,23.64,32.13,37.27,,,,,,
2018-08-28,75.95,76.29,76.19,23.38,31.92,37.03,-739784.0,709720.0,1449504.0,280491.0,494667.0,214176.0
2018-08-29,77.14,77.46,77.34,24.57,33.09,38.18,,,,,,
2018-08-30,77.77,78.02,77.82,25.13,33.57,38.61,,,,,,
2018-08-31,77.42,77.64,77.4,24.75,33.15,38.16,,,,,,
2018-09-03,78.15,77.9,77.61,25.26,33.65,38.64,,,,,,
2018-09-04,78.17,77.9,77.62,25.28,33.65,38.65,-746087.0,671945.0,1418032.0,289756.0,516783.0,227027.0
2018-09-05,77.27,76.9,76.57,24.38,32.65,37.6,,,,,,
2018-09-06,76.5,76.15,75.83,23.61,31.9,36.86,,,,,,
