,HO1 Comdty ,HO2 Comdty ,HO3 Comdty,S:HOHO 1-2 Comdty
6/26/17,20079,47451,19676,9147
6/27/17,29527,67558,28392,15318
6/28/17,15973,51866,21405,8719
6/29/17,18893,69581,29289,8354
6/30/17,4920,61464,24227,3993
7/3/17,48191,24217,11515,9092
7/5/17,82936,51812,33448,18303
7/6/17,85933,58610,32454,24918
7/7/17,66439,35637,22046,12528
7/10/17,49809,31211,17542,10228
7/11/17,62204,46367,27014,17236
7/12/17,62870,43151,21783,16345
7/13/17,52614,37377,21971,14378
7/14/17,55919,38384,22114,14164
7/17/17,42805,33622,17894,11098
7/18/17,52420,45355,22199,16714
7/19/17,58595,70611,37898,19779
7/20/17,41505,91139,38349,20958
7/21/17,26902,58870,22156,12005
7/24/17,26423,57669,22613,13393
7/25/17,25602,76313,28741,13288
7/26/17,23543,74621,31495,12992
7/27/17,18139,67081,27050,10674
7/28/17,20232,81020,33878,10525
7/31/17,4760,69377,25693,3830
8/1/17,86585,43717,29776,18023
8/2/17,67481,30010,24281,13367
8/3/17,56557,25711,17379,12198
8/4/17,47373,20881,12600,9848
8/7/17,65280,41268,25291,20125
8/8/17,61105,34079,22067,13833
8/9/17,76147,47610,34360,20052
8/10/17,91305,60059,41311,24836
8/11/17,60351,37925,30652,16220
8/14/17,57996,31324,21101,13365
8/15/17,54319,41559,24310,14136
8/16/17,51370,39383,20851,13959
8/17/17,61262,56918,27847,19673
8/18/17,48436,39103,16469,13035
8/21/17,46691,59882,23770,19096
8/22/17,29438,58408,23386,15107
8/23/17,31555,62597,22217,16395
8/24/17,41137,87623,37615,22183
8/25/17,25861,84635,37310,13420
8/28/17,29647,92075,45409,15332
8/29/17,22317,79715,41026,11656
8/30/17,22317,79715,64490,8384
8/31/17,16756,120309,58210,3550
9/1/17,110375,54743,50561,22290
9/5/17,87412,38065,42897,16791
9/6/17,68388,43306,40922,18277
9/7/17,67884,38005,40525,16253
9/8/17,57226,35586,34795,15231
9/11/17,52972,36199,37007,14766
9/12/17,51081,38831,40354,17728
9/13/17,55402,49635,38999,22276
9/14/17,53548,42446,29433,18583
9/15/17,41908,35077,23263,14980
9/18/17,35164,30596,22061,10664
9/19/17,32956,45009,30733,13710
9/20/17,29645,46569,31468,14060
9/21/17,24748,45417,23302,10973
9/22/17,24997,44873,21105,12310
9/25/17,28598,64155,42194,14975
9/26/17,36452,72976,41333,19338
9/27/17,25477,62648,35189,13737
9/28/17,18814,56605,35193,9027
9/29/17,6032,55883,37161,5030
10/2/17,75575,58666,42375,20732
10/3/17,54647,43877,29483,15113
10/4/17,55714,40844,31854,13352
10/5/17,62335,52309,30918,18793
10/6/17,66988,51040,27705,22384
10/9/17,50725,39860,25844,15900
10/10/17,51178,34494,23316,13850
10/11/17,52540,44327,30219,15694
10/12/17,49250,42619,29293,15849
10/13/17,54245,48057,27997,18154
10/16/17,44735,32783,21310,11007
10/17/17,43483,32982,21246,11283
10/18/17,42762,48341,21692,16304
10/19/17,36742,56140,25569,15990
10/20/17,33239,63835,29570,14876
10/23/17,25624,45135,20928,12705
10/24/17,34904,82623,42025,18466
10/25/17,28969,78746,37544,14166
10/26/17,24634,68524,30860,12726
10/27/17,22106,65713,24832,9959
10/30/17,22205,55589,17924,9905
10/31/17,6077,58687,24299,4504
11/1/17,74700,38451,17777,17771
11/2/17,57393,29168,16997,11987
11/3/17,49840,28344,13682,10632
11/6/17,56215,28021,15730,12856
11/7/17,78217,53547,29781,28366
11/8/17,69249,46769,24718,19277
11/9/17,58218,48628,27792,16035
11/10/17,65166,55408,32073,25483
11/13/17,50636,32460,19705,14200
11/14/17,64516,43017,22267,17739
11/15/17,52800,46756,30786,14623
11/16/17,49722,38448,16444,18111
11/17/17,55331,53608,22580,17817
11/20/17,36260,52072,19205,15391
11/21/17,34912,59796,24565,16552
11/22/17,36239,71930,27221,17385
11/24/17,13353,33704,12387,7020
11/27/17,29651,62544,20773,13422
11/28/17,29772,56607,19322,15000
11/29/17,23857,73844,25293,9855
11/30/17,6791,96562,44699,5627
12/1/17,75242,37328,27255,17177
12/4/17,63830,27068,22016,13085
12/5/17,63579,29472,22038,14436
12/6/17,72429,36231,19597,20680
12/7/17,72636,43078,27172,21331
12/8/17,84867,51566,33016,23950
12/11/17,68434,45978,32352,19722
12/12/17,78609,49587,33625,19186
12/13/17,73919,47623,34074,19389
12/14/17,56455,38047,25591,15749
12/15/17,56377,38056,23931,16635
12/18/17,58024,48432,23954,20546
12/19/17,34650,45705,18733,15278
12/20/17,43256,62673,25945,19988
12/21/17,36365,54439,18916,19076
12/22/17,30442,48989,17295,15273
12/26/17,30281,68326,31793,15523
12/27/17,31366,81113,44924,15563
12/28/17,20413,59527,31996,8951
12/29/17,6781,70275,44319,4195
1/2/18,82289,51466,30008,26123
1/3/18,83969,56174,37375,29426
1/4/18,76826,50617,29795,25489
1/5/18,72535,50052,29635,23241
1/8/18,83131,59191,32418,29554
1/9/18,89507,64535,38656,30028
1/10/18,70600,50545,30254,22637
1/11/18,83112,63399,37620,26664
1/12/18,67052,49895,27986,21141
1/16/18,80067,58273,35446,21142
1/17/18,54764,42316,22808,15916
1/18/18,65085,63228,35295,24651
1/19/18,47331,66191,31958,19901
1/22/18,38226,66404,26439,20151
1/23/18,36368,79967,37130,20437
1/24/18,44227,117425,46782,25488
1/25/18,35415,83501,41004,22699
1/26/18,29637,93381,44879,18779
1/29/18,22954,95980,44466,14104
1/30/18,22548,83848,40323,11538
1/31/18,7243,77769,43461,6859
2/1/18,64071,36264,24268,17635
2/2/18,73053,46133,30526,21169
2/5/18,74999,37711,25102,17634
2/6/18,77993,49654,30265,23809
2/7/18,98271,80593,45509,33779
2/8/18,79151,59910,30163,24716
2/9/18,107244,80063,53845,32552
2/12/18,82717,62333,32412,31951
2/13/18,67134,56858,32665,24753
2/14/18,75250,72457,47365,23190
2/15/18,61174,55940,26913,22589
2/16/18,36294,50373,24574,12776
2/20/18,26190,57649,24366,12501
2/21/18,28026,53585,21448,14910
2/22/18,34858,62388,22706,17590
2/23/18,27986,63907,27477,14039
2/26/18,17329,60714,26693,9013
2/27/18,20533,56924,22360,10109
2/28/18,5410,86452,54778,4259
3/1/18,77739,45000,38125,18124
3/2/18,67961,38954,37370,13718
3/5/18,58430,38240,27293,17086
3/6/18,59509,37794,25985,17646
3/7/18,72081,50162,34159,19425
3/8/18,62993,48722,37036,19090
3/9/18,63067,47534,42765,17383
3/12/18,69055,54839,36501,20654
3/13/18,65288,51212,32311,19769
3/14/18,52027,40205,36094,13556
3/15/18,40743,29564,23846,8939
3/16/18,44257,28382,18740,9520
3/19/18,34158,43033,23465,13069
3/20/18,28388,62487,37748,12751
3/21/18,25554,66412,44892,11718
3/22/18,31946,70196,34761,17095
3/23/18,25361,66000,35594,13058
3/26/18,25929,59527,22886,13445
3/27/18,21756,62294,31164,10919
3/28/18,20464,75332,40222,11824
3/29/18,4543,61474,29711,3836
4/2/18,53556,32545,19370,14241
4/3/18,64144,35246,20507,17264
4/4/18,66653,39529,22137,16214
4/5/18,59253,35889,20901,14620
4/6/18,71513,47992,26676,22367
4/9/18,66070,48022,29442,19068
4/10/18,96166,74177,45907,34282
4/11/18,103193,86027,54553,38319
4/12/18,74082,61600,32452,26432
4/13/18,59173,47198,21899,21090
4/16/18,62791,49689,23382,21409
4/17/18,74581,70382,36426,29632
4/18/18,58559,71995,35225,26171
4/19/18,36114,62652,29664,15564
4/20/18,31012,61747,27914,16307
4/23/18,33507,65681,25686,18021
4/24/18,28844,67585,29991,13419
4/25/18,33373,76501,28735,17084
4/26/18,25086,81678,38393,14502
4/27/18,25512,76475,40325,12107
4/30/18,6018,75097,37195,5095
5/1/18,87033,52981,22702,30220
5/2/18,86116,55447,29998,27045
5/3/18,73190,48906,25666,21383
5/4/18,64028,37123,18085,17353
5/7/18,73082,47875,18537,28263
5/8/18,110622,75027,39362,34576
5/9/18,99047,67933,38060,37761
5/10/18,80709,56777,28358,26988
5/11/18,67948,54988,30763,25213
5/14/18,67839,55389,27249,26310
5/15/18,72218,55855,30456,25982
5/16/18,66143,49193,24975,21628
5/17/18,69330,49265,24024,20551
5/18/18,51889,42957,23824,16246
5/21/18,39975,53202,23249,19172
5/22/18,28771,55450,21236,13893
5/23/18,37050,75358,31059,19174
5/24/18,25886,59583,28505,11118
5/25/18,29755,69430,25947,13767
5/29/18,27940,87251,32015,13604
5/30/18,20786,80548,34223,10515
5/31/18,6669,95689,48354,5938
6/1/18,74800,38100,23428,17750
6/4/18,63561,35370,25246,14184
6/5/18,64604,30566,17749,14839
6/6/18,78477,45064,23106,23836
6/7/18,76046,42906,30671,18247
6/8/18,69951,42033,27077,17248
6/11/18,59702,39743,31632,17419
6/12/18,59716,39295,28729,16220
6/13/18,67993,41997,26777,20594
6/14/18,54570,39035,23787,17010
6/15/18,60332,41887,21495,14556
6/18/18,51903,36656,19325,12525
6/19/18,39973,46585,23583,17499
6/20/18,37283,68638,25089,17818
6/21/18,36084,85102,31485,20668
6/22/18,31872,72017,38395,15264
6/25/18,30150,70834,27475,14464
6/26/18,24364,69052,25979,12408
6/27/18,21371,76327,33139,10295
6/28/18,16721,65921,27267,8025
6/29/18,5084,73235,39594,4334
7/2/18,64783,38214,19030,17202
7/3/18,57305,32973,14929,13576
7/5/18,73583,39147,17807,19472
7/6/18,71121,43057,18671,23624
7/9/18,54783,35365,17359,14700
7/10/18,57949,40534,18747,19051
7/11/18,78495,51883,23392,22626
7/12/18,68686,51574,29640,20522
7/13/18,59675,50864,26269,21993
7/16/18,62638,52684,27471,21364
7/17/18,51755,43959,18817,18522
7/18/18,50068,44280,20741,18375
7/19/18,40443,54027,22256,19521
7/20/18,24216,46175,19653,10328
7/23/18,21839,44646,20888,10548
7/24/18,28966,50053,16756,15454
7/25/18,29411,55820,19044,15097
7/26/18,31651,56996,17802,17201
7/27/18,22187,54384,22836,11557
7/30/18,15776,48268,21214,7505
7/31/18,5577,68489,38628,4312
8/1/18,74380,41936,18990,24923
8/2/18,60830,34972,19204,18830
8/3/18,56906,28870,15858,14658
8/6/18,50544,26622,13574,15852
8/7/18,52478,29773,20693,12454
8/8/18,72866,36754,25043,17756
8/9/18,57226,40333,22580,18988
8/10/18,61881,39431,21380,19581
8/13/18,56082,28690,21606,14115
8/14/18,60038,37360,21629,14562
8/15/18,66367,41500,21162,14179
8/16/18,44836,40487,26013,10154
8/17/18,40253,27992,17947,7816
8/20/18,45619,37073,14860,15977
8/21/18,44226,57345,21039,22801
8/22/18,32176,65415,24690,15113
8/23/18,26073,53514,22443,12828
8/24/18,33235,69449,32675,17100
8/27/18,26792,52592,13575,13667
8/28/18,25833,70076,24747,13879
8/29/18,22764,68956,26491,12742
8/30/18,18204,69827,27970,9119
8/31/18,6151,68917,29534,5505
9/4/18,102877,54384,40734,22113
9/5/18,65319,29847,26201,14354
9/6/18,72230,39704,25227,20890
9/7/18,67695,31201,26078,17946
9/10/18,73330,45272,29801,23081
9/11/18,73005,49822,32382,26597
9/12/18,83982,54291,46268,24676
9/13/18,66936,39869,28754,17120
9/14/18,62514,36746,31024,14078
9/17/18,59001,32879,24649,13869
9/18/18,48199,57874,28007,21839
9/19/18,35495,59260,33363,15476
9/20/18,38643,66933,36473,19858
9/21/18,38075,79061,37973,24086
9/24/18,37215,71203,31079,19998
9/25/18,36199,73005,32832,19046
9/26/18,27808,67953,32356,14532
9/27/18,24870,56021,25598,10697
9/28/18,6472,56389,30750,5556
10/1/18,65717,31825,16671,13917
10/2/18,57995,35987,16211,14664
10/3/18,58066,28155,14223,11672
10/4/18,61504,38564,20320,15764
10/5/18,58026,38879,23363,15061
10/8/18,71605,59400,35727,24769
10/9/18,76408,62745,36572,24771
10/10/18,73627,66257,36249,24967
10/11/18,75030,50067,30195,19007
10/12/18,63392,50826,30804,16885
10/15/18,53316,35192,18981,14626
10/16/18,52563,45034,26899,15321
10/17/18,57867,50937,26134,18945
10/18/18,43069,39007,18225,13637
10/19/18,33673,46897,16533,14311
10/22/18,25843,42802,19117,11207
10/23/18,31447,74785,27054,18289
10/24/18,34665,67831,32165,18297
10/25/18,35525,72424,33270,19482
10/26/18,37970,80598,36852,23254
10/29/18,21362,67774,30239,11427
10/30/18,19874,72344,36259,9688
10/31/18,6107,71888,33891,4585
11/1/18,83702,48642,23565,24339
11/2/18,82768,48189,22965,26874
11/5/18,98337,66584,34913,40133
11/6/18,73347,52002,27166,26154
11/7/18,104586,87024,50834,37242
11/8/18,108917,80898,50054,38234
11/9/18,83272,64047,37431,29068
11/12/18,74887,57379,35811,27232
11/13/18,82471,53843,33157,25263
11/14/18,73993,54901,34773,21282
11/15/18,61425,45804,23007,19796
11/16/18,51629,35681,15837,15539
11/19/18,48097,52678,22426,20445
11/20/18,40380,65254,30355,15277
11/21/18,36539,71076,25232,15313
11/23/18,18794,46918,15405,9621
11/26/18,30651,69150,23870,16076
11/27/18,30095,70626,23521,18337
11/28/18,24153,83136,36525,13960
11/29/18,16072,70905,31474,6793
11/30/18,3683,74326,35415,3180
12/3/18,60141,30832,20603,15017
12/4/18,61024,34108,34097,14640
12/5/18,37299,17412,13706,8062
12/6/18,69086,43393,32354,19161
12/7/18,71065,41515,29479,15759
12/10/18,54102,35843,20529,16410
12/11/18,48903,31840,21369,14197
12/12/18,68327,51358,37691,22745
12/13/18,59378,41455,27041,17139
12/14/18,50293,37685,22514,17424
12/17/18,50639,37563,16574,17553
12/18/18,58678,53109,29608,21989
12/19/18,48696,69164,37711,20875
12/20/18,42343,73510,41868,22179
12/21/18,44233,81151,35136,24452
12/24/18,13655,30033,16069,6415
12/26/18,29314,58093,21980,14648
12/27/18,24069,62152,27936,12429
12/28/18,14552,62489,34671,6150
12/31/18,4077,36247,17788,3301
1/2/19,65508,33883,17653,16600
1/3/19,56552,31228,16629,15151
1/4/19,61138,31677,19302,15077
1/7/19,57180,34973,19364,18008
1/8/19,57586,41442,19857,17040
1/9/19,63300,48700,23248,22954
1/10/19,71415,47097,18902,20983
1/11/19,61409,47462,21907,21004
1/14/19,82087,71625,35105,32527
1/15/19,64075,51640,27707,22461
1/16/19,60860,50038,28073,22056
1/17/19,40548,31572,15087,11824
1/18/19,43436,49050,23265,17788
1/22/19,40785,68267,23376,16222
1/23/19,30757,65310,30083,14799
1/24/19,21102,58312,21377,11291
1/25/19,17977,52365,17048,9503
1/28/19,32928,81467,37247,18163
1/29/19,20717,85014,31859,10684
1/30/19,19688,68799,30819,10657
1/31/19,5368,78753,37893,3685
2/1/19,59295,31694,12496,16683
2/4/19,59985,33594,12273,17418
2/5/19,49940,27281,13226,11003
2/6/19,56598,35334,12916,15400
2/7/19,68963,47648,28517,15511
2/8/19,64870,46915,29028,16500
2/11/19,63231,42778,19939,20199
2/12/19,70512,49196,26180,23796
2/13/19,63538,50905,28652,21705
2/14/19,62501,56737,36733,20278
2/15/19,56943,57612,29305,22529
2/19/19,53038,93285,39477,31013
2/20/19,27760,52662,23034,12558
2/21/19,31434,67250,28033,14807
2/22/19,20579,47809,23841,8999
2/25/19,29931,62542,21903,15048
2/26/19,20841,56506,21792,10871
2/27/19,24286,63318,22582,12174
2/28/19,8852,56277,26792,6935
3/1/19,55007,26247,22241,13132
3/4/19,56050,29539,19037,14146
3/5/19,45162,25134,18614,10784
3/6/19,50221,28530,19215,14443
3/7/19,48588,28449,19991,10809
3/8/19,84704,46834,24957,23459
3/11/19,84901,74454,49113,35467
3/12/19,102941,96272,56640,45910
3/13/19,85903,72873,52193,33437
3/14/19,61206,47533,34518,20175
3/15/19,45418,33990,20835,11387
3/18/19,44812,39378,22102,14584
3/19/19,37861,55795,34517,17935
3/20/19,31607,57180,35791,12433
3/21/19,29281,55200,31375,13389
3/22/19,34259,72844,41614,16269
3/25/19,24183,54050,28302,10445
3/26/19,21715,52575,26380,11254
3/27/19,19232,58619,27580,9410
3/28/19,16764,58986,29306,7895
3/29/19,4905,51429,27826,3927
4/1/19,49481,33967,13899,12995
4/2/19,54141,34023,13972,15332
4/3/19,54797,38386,19447,15166
4/4/19,53952,31842,13987,13293
4/5/19,57294,36932,16720,14646
4/8/19,67631,44174,15794,22685
4/9/19,55408,45619,21787,19099
4/10/19,94875,61563,25087,27940
4/11/19,65381,53730,20005,26607
4/12/19,46832,37823,14208,14998
4/15/19,38712,24124,11020,8747
4/16/19,41466,35297,13528,13439
4/17/19,44125,43584,20963,13860
4/18/19,33107,47867,17434,12123
4/22/19,27596,56411,19081,11845
4/23/19,24890,59099,25879,12444
4/24/19,24637,49664,18419,10365
4/25/19,23572,53970,17248,12574
4/26/19,20385,78706,28892,12268
4/29/19,19442,60387,19017,10396
4/30/19,3676,59554,24742,3238
5/1/19,62092,27779,15268,13849
5/2/19,111189,45075,27364,20532
5/3/19,71806,31454,22623,13972
5/6/19,67267,26723,12287,15360
5/7/19,69206,41602,24590,17714
5/8/19,65876,37154,20283,18666
5/9/19,64641,39106,23002,15937
5/10/19,52841,33252,18037,11668
5/13/19,71729,42361,26299,15401
5/14/19,55704,29883,14252,14294
5/15/19,64950,36607,23426,14610
5/16/19,71120,50982,30457,19137
5/17/19,54531,44227,25753,15932
5/20/19,48215,49830,21927,16473
5/21/19,36730,58851,26693,16010
5/22/19,37288,69572,30281,16953
5/23/19,36261,93457,34506,16834
5/24/19,23418,67224,23524,10801
5/28/19,30823,89166,33221,16996
5/29/19,17106,67214,26961,8514
5/30/19,18695,77294,32142,8815
5/31/19,5908,71646,39087,4897
6/3/19,87407,48349,26540,22227
6/4/19,61081,41167,32772,15254
6/5/19,65670,34714,28252,12374
6/6/19,53831,25200,19547,11937
6/7/19,59973,34589,24662,14900
6/10/19,45656,27223,15909,10738
6/11/19,55714,45344,26010,16923
6/12/19,59652,45203,26607,18352
6/13/19,56258,43807,22273,19499
6/14/19,61338,44125,24845,16306
6/17/19,41791,31040,14280,12317
6/18/19,39341,44246,19041,17519
6/19/19,27573,49948,18421,13043
6/20/19,28926,67251,24313,14220
6/21/19,36019,81008,34083,18334
6/24/19,25573,65751,27969,13042
6/25/19,23175,58504,24270,10911
6/26/19,20335,76280,49664,11914
6/27/19,17342,63636,26405,8223
6/28/19,3225,56538,31246,2315
7/1/19,51703,22377,12009,11274
7/2/19,49574,27541,15479,11346
7/3/19,53882,32314,14694,13642
7/5/19,46644,22829,10822,12003
7/8/19,49892,30739,16380,14279
7/9/19,54611,36027,21334,14063
7/10/19,69791,47086,23197,19306
7/11/19,56345,43734,26848,16160
7/12/19,42008,31605,21895,11694
7/15/19,49795,34100,17385,13805
7/16/19,54271,38566,25840,14033
7/17/19,48138,39841,24130,12583
7/18/19,56962,52346,25279,18486
7/19/19,37268,52308,20538,15789
7/22/19,22983,46415,18375,8819
7/23/19,20296,49793,20160,9742
7/24/19,25398,59738,22297,13279
7/25/19,16945,46041,17489,6820
7/26/19,19608,51257,17558,8718
7/29/19,15690,51801,15024,10218
7/30/19,16806,61183,22567,9371
7/31/19,3423,71212,39087,2607
8/1/19,79349,37834,14616,18261
8/2/19,70345,33109,18405,15624
8/5/19,62064,30437,14324,14876
8/6/19,59241,34230,20265,18843
8/7/19,82976,56626,30682,22930
8/8/19,63913,40164,20501,16040
8/9/19,57830,36407,16956,14649
8/12/19,48588,28424,17457,10997
8/13/19,57003,35680,15967,16154
8/14/19,59709,40607,15462,19400
8/15/19,53037,41757,15674,19417
8/16/19,38666,30092,10262,12842
8/19/19,37439,30864,11245,11106
8/20/19,40061,52821,18211,19420
8/21/19,25369,52978,17592,13101
8/22/19,29591,55073,13528,13690
8/23/19,26411,66706,17155,15054
8/26/19,29394,64825,18128,14476
8/27/19,32085,81912,34921,19834
8/28/19,16888,71742,35984,10393
8/29/19,16024,60650,26730,8221
8/30/19,5260,58783,27699,4769
9/3/19,81417,39253,33291,18224
9/4/19,73326,39494,32155,17339
9/5/19,63706,35010,28222,16151
9/6/19,50028,27172,21627,10472
9/9/19,51757,30608,20010,13285
9/10/19,60510,45767,33414,17779
9/11/19,70171,48465,26993,21844
9/12/19,62520,43578,34344,18637
9/13/19,49114,35793,25424,12675
9/16/19,100917,88858,90901,31277
9/17/19,95415,89776,70777,40113
9/18/19,34590,48332,34207,14886
9/19/19,38141,71235,48230,19501
9/20/19,27053,52533,28153,11744
9/23/19,27876,49684,22362,12357
9/24/19,27410,68973,39854,11462
9/25/19,24291,55954,28994,12949
9/26/19,18103,54294,25747,9851
9/27/19,18545,73126,47062,10151
9/30/19,3713,58481,35448,3211
10/1/19,59432,45651,27315,18175
10/2/19,54006,47004,22485,16529
10/3/19,74426,67478,34313,25311
10/4/19,72539,68345,37950,30203
10/7/19,68929,57066,35332,25994
10/8/19,71426,61962,40428,25030
10/9/19,73321,73367,46246,30127
10/10/19,71357,75307,50298,24458
10/11/19,72794,65581,39556,23761
10/14/19,66203,93184,65656,22815
10/15/19,60203,65510,42355,23402
10/16/19,62141,72367,49476,22263
10/17/19,61021,67010,34884,24583
10/18/19,53682,66523,36239,23264
10/21/19,38996,57306,26563,18017
10/22/19,25025,77590,33445,14991
10/23/19,38803,114839,58128,22649
10/24/19,27650,89946,59452,15161
10/25/19,25171,83616,36911,13960
10/28/19,23507,72982,27797,11682
10/29/19,18945,81844,45706,10450
10/30/19,16841,87246,46027,9375
10/31/19,5153,94218,55995,4992
11/1/19,75460,57918,28549,25052
11/4/19,74246,49063,26705,21770
11/5/19,54200,38373,22668,13323
11/6/19,67043,41989,23947,15346
11/7/19,69101,57439,37256,21044
11/8/19,93942,62478,31711,27287
11/11/19,59310,53685,31390,19617
11/12/19,70344,62944,42429,19648
11/13/19,86079,71163,40352,24377
11/14/19,52515,37052,18618,14838
11/15/19,64767,55639,27188,21385
11/18/19,56091,61317,30139,18275
11/19/19,51132,84596,40080,23105
11/20/19,35835,92358,47830,15047
11/21/19,29357,73604,28208,15066
11/22/19,28660,78360,35295,14331
11/25/19,30685,66279,22839,15361
11/26/19,23132,70937,27285,10652
11/27/19,19992,83385,35986,10367
11/29/19,2852,61554,31588,2637
12/2/19,70122,35637,17776,17536
12/3/19,59049,33515,16479,12822
12/4/19,75759,47598,30755,19065
12/5/19,74714,50294,32768,22886
12/6/19,79517,53263,33211,22553
12/9/19,67884,48372,36461,16325
12/10/19,73810,49528,32695,20285
12/11/19,68791,48790,31937,18686
12/12/19,61505,48029,30963,18447
12/13/19,63343,44240,28655,14532
12/16/19,58400,50191,28773,17580
12/17/19,60257,60169,35879,23985
12/18/19,56084,68347,37858,21953
12/19/19,37172,77613,41727,19288
12/20/19,35174,79707,35256,21113
12/23/19,30442,65008,25892,16831
12/24/19,16527,36064,11304,8156
12/26/19,17308,46502,15698,9332
12/27/19,15559,54841,26543,7920
12/30/19,17390,58232,28466,7102
12/31/19,4289,62423,27825,3864
1/2/20,64376,34449,24197,13611
1/3/20,107771,81217,39821,33628
1/6/20,100378,90108,56717,36612
1/7/20,81021,62020,39663,26168
1/8/20,121074,98946,54568,37808
1/9/20,83019,66973,41206,27441
1/10/20,77319,62517,35914,23509
1/13/20,71754,55954,28097,22368
1/14/20,71668,63898,35792,24526
1/15/20,89633,102001,65478,35090
1/16/20,91941,108846,63627,42479
1/17/20,69135,88620,49638,27162
1/21/20,63843,117794,49922,33981
1/22/20,40350,100057,42693,21150
1/23/20,36136,96929,38877,19550
1/24/20,28236,91413,35875,13711
1/27/20,26865,109265,50223,14418
1/28/20,24024,88532,34901,14188
1/29/20,13504,77332,35121,9032
1/30/20,16033,77931,38216,7597
1/31/20,4774,77292,33622,4475
2/3/20,71521,41264,27247,16415
2/4/20,77726,43836,25453,15181
2/5/20,76727,50678,26333,18265
2/6/20,67663,44461,21459,18394
2/7/20,82090,62188,37819,23267
2/10/20,66183,40220,21645,16206
2/11/20,78001,48172,21834,25691
2/12/20,69894,53762,28331,21817
2/13/20,65771,49363,27380,22265
2/14/20,66295,54077,19104,27705
2/18/20,61142,72740,35949,23304
2/19/20,35039,70093,24794,18173
2/20/20,23789,58474,20313,9481
2/21/20,26249,62906,23703,11893
2/24/20,27030,84443,30473,13804
2/25/20,32440,83662,23821,18504
2/26/20,24484,108471,42581,12742
2/27/20,19025,105598,44610,9116
2/28/20,5757,89753,45828,4969
3/2/20,89474,48875,36252,22651
3/3/20,83189,45147,34488,18622
3/4/20,67526,40710,31569,17635
3/5/20,73234,54889,51127,19743
3/6/20,93534,60161,53338,23586
3/9/20,117153,80984,64046,37048
3/10/20,105074,70761,61340,29766
3/11/20,88426,60060,40225,29129
3/12/20,102085,71363,78024,25223
3/13/20,66458,42848,30377,16361
3/16/20,67503,53535,43441,19014
3/17/20,53835,44826,32771,15898
3/18/20,71331,72447,46932,29835
3/19/20,40996,77319,40658,19564
3/20/20,27728,77127,36560,14732
3/23/20,19764,57133,27767,10123
3/24/20,19838,59276,26444,10292
3/25/20,17136,61863,34339,8601
3/26/20,12821,50111,26452,5793
3/27/20,10679,49684,23950,4863
3/30/20,12358,66592,26973,5730
3/31/20,3441,54555,31790,2935
4/1/20,74973,46961,28901,17292
4/2/20,60596,40447,17403,16752
4/3/20,54392,32319,15685,10026
4/6/20,46845,28834,13613,12834
4/7/20,53596,32107,21083,10158
4/8/20,58733,43607,22502,18952
4/9/20,62412,43887,23986,18460
4/13/20,49605,33892,14438,13755
4/14/20,53903,46817,23869,17562
4/15/20,46585,40704,19119,13813
4/16/20,50805,49295,21637,22791
4/17/20,42341,45333,19637,17624
4/20/20,35225,51768,22035,15497
4/21/20,37772,87373,35857,21545
4/22/20,32347,69867,27834,18041
4/23/20,23980,62733,29302,11405
4/24/20,33498,88048,40966,18355
4/27/20,17670,60756,26983,9651
4/28/20,12800,64233,26764,6847
4/29/20,13035,64856,34018,6960
4/30/20,4509,65509,36315,3789
5/1/20,62115,41107,21887,17373
5/4/20,53035,30512,15819,12759
5/5/20,63712,39680,21069,19252
5/6/20,67274,43939,28463,18662
5/7/20,57216,41886,22792,15604
5/8/20,55945,37769,21829,17354
5/11/20,59008,41224,21995,19005
5/12/20,51138,34032,18308,13805
5/13/20,50814,39890,18649,15169
5/14/20,43536,35519,18213,13243
5/15/20,38567,32429,13551,10824
5/18/20,39472,42375,21602,12036
5/19/20,33414,50439,16499,13585
5/20/20,30479,53229,20181,13633
5/21/20,23547,49964,18044,10414
5/22/20,25208,43274,12321,10674
5/26/20,23520,61766,18847,9005
5/27/20,15742,51064,19165,6808
5/28/20,17601,78771,33458,7994
5/29/20,4530,64253,28636,3018
6/1/20,47351,22077,16867,9227
6/2/20,53023,31169,20664,11651
6/3/20,55341,24311,18495,10955
6/4/20,43045,24365,15385,11242
6/5/20,49610,23717,16820,10454
6/8/20,46051,23385,15618,9840
6/9/20,44334,22995,15061,11412
6/10/20,55926,32455,22274,14022
6/11/20,56955,34263,24711,12699
6/12/20,44308,26393,17094,8032
6/15/20,48458,28402,17423,10269
6/16/20,50062,33196,20829,11153
6/17/20,43878,38284,20044,13307
6/18/20,30658,37535,14746,13733
6/19/20,23351,45712,17954,10430
6/22/20,23597,38359,13137,8417
6/23/20,18583,45902,21236,7674
6/24/20,19044,56037,19217,8772
6/25/20,20894,62055,26647,10503
6/26/20,11812,47746,18011,5958
6/29/20,11975,53485,17511,4893
6/30/20,2764,45563,21215,2346
7/1/20,51302,31827,21154,13609
7/2/20,40482,18397,11450,6577
7/6/20,49033,21782,11722,7333
7/7/20,46375,25246,12177,10507
7/8/20,45826,26019,12447,10935
7/9/20,48010,29291,11210,13934
7/10/20,44537,23408,13122,10086
7/13/20,45915,27125,10823,10856
7/14/20,57652,33202,15007,16320
7/15/20,46260,28569,12069,13547
7/16/20,34814,20698,11792,8175
7/17/20,33464,22907,9230,8594
7/20/20,35665,34286,13345,12962
7/21/20,31648,45920,19483,13137
7/22/20,18885,45428,17400,8804
