,XB1 Comdty ,XB2 Comdty ,XB3 Comdty ,S:XBXB 1-2 Comdty
9/12/13,48771,35665,15934,19625
9/13/13,45569,35023,16300,17367
9/16/13,42599,31324,18218,15751
9/17/13,46670,39312,25530,17094
9/18/13,43661,39154,22089,19157
9/19/13,34786,46860,20370,17051
9/20/13,31167,37433,13644,12297
9/23/13,37611,57027,26250,19345
9/24/13,36962,59996,28601,18325
9/25/13,29474,55299,26794,15664
9/26/13,26590,41605,17416,10472
9/27/13,29743,52164,20974,10686
9/30/13,12072,50950,24004,7815
10/1/13,52984,27440,10572,16827
10/2/13,56107,35109,13952,19808
10/3/13,55316,35093,15988,19471
10/4/13,54895,34999,15009,19917
10/7/13,65067,42188,19011,23069
10/8/13,49277,30040,13079,16719
10/9/13,57725,35354,16939,20996
10/10/13,70694,46849,20659,26856
10/11/13,55735,33884,13992,17695
10/14/13,38244,20491,9736,11825
10/15/13,43084,31395,11606,18550
10/16/13,48161,35095,14500,18663
10/17/13,49680,41747,16515,22842
10/18/13,36743,23974,9076,13220
10/21/13,24159,18433,4990,8994
10/22/13,38283,58565,21090,20141
10/23/13,31777,54377,17856,18217
10/24/13,39818,57224,19640,18130
10/25/13,24903,43081,16710,12280
10/28/13,26208,52719,18551,12007
10/29/13,26343,46766,21255,12777
10/30/13,32884,55615,24006,14419
10/31/13,10433,48194,21143,6171
11/1/13,55119,25808,12869,16230
11/4/13,58607,28602,13798,16097
11/5/13,56426,33595,13047,20300
11/6/13,74096,46862,18407,30040
11/7/13,76888,42310,14786,27125
11/8/13,62445,32239,12690,17828
11/11/13,51065,30558,13707,17499
11/12/13,56146,40698,14081,22718
11/13/13,57519,44084,18404,24080
11/14/13,66984,60164,20942,34332
11/15/13,58023,49667,23804,25631
11/18/13,42568,31704,13780,18569
11/19/13,42701,49554,19190,21912
11/20/13,39305,49263,18446,18286
11/21/13,39402,60164,24382,21394
11/22/13,39598,60553,24844,19431
11/25/13,42732,64477,27071,20484
11/26/13,36159,46066,17883,12664
11/27/13,25214,49300,18556,8575
11/29/13,3923,25260,6818,3287
12/2/13,51088,26733,15121,14498
12/3/13,53549,29399,16552,17303
12/4/13,65546,31990,21159,19206
12/5/13,42413,22076,13527,12298
12/6/13,55230,29878,15773,17436
12/9/13,55600,26996,16698,14357
12/10/13,55831,28985,17869,15221
12/11/13,58583,35322,19412,20573
12/12/13,49598,29059,16209,15016
12/13/13,42493,21933,12119,12095
12/16/13,32895,18796,9526,9752
12/17/13,44661,34677,19896,15438
12/18/13,40736,37895,18539,17037
12/19/13,34753,44849,20938,17840
12/20/13,32095,46062,19912,13293
12/23/13,27502,32172,10138,10367
12/24/13,13856,20010,6747,5794
12/26/13,20112,32900,12424,8668
12/27/13,23045,40364,14178,8696
12/30/13,26286,42331,14208,9641
12/31/13,6626,27430,11491,3907
1/2/14,45070,21419,12413,11388
1/3/14,45556,21643,13121,11915
1/6/14,49807,25296,16832,14574
1/7/14,55907,38314,18845,19772
1/8/14,53498,32669,12988,17014
1/9/14,46693,27754,14294,14635
1/10/14,48853,27331,12097,13891
1/13/14,53530,35216,13829,17335
1/14/14,46256,32021,14191,15302
1/15/14,42084,26632,14954,14150
1/16/14,62722,51659,22193,25648
1/17/14,41834,44556,16578,19914
1/21/14,38845,42824,17490,16617
1/22/14,27697,40134,16376,13143
1/23/14,24389,41992,18040,10509
1/24/14,23858,47838,16836,10344
1/27/14,24974,43495,13303,11947
1/28/14,20116,44872,17711,9341
1/29/14,17692,45388,21401,7899
1/30/14,22302,58602,23139,10497
1/31/14,4639,54950,21095,3643
2/3/14,53483,26424,12921,12718
2/4/14,45723,22323,9925,13276
2/5/14,53961,27757,9179,16578
2/6/14,56228,36443,15206,20588
2/7/14,64956,43455,18792,23400
2/10/14,52179,32003,14749,18627
2/11/14,50677,36301,21591,16795
2/12/14,64518,50617,24401,27493
2/13/14,54008,43315,21182,22954
2/14/14,45236,39755,17959,17261
2/18/14,43201,40087,20655,16600
2/19/14,33802,42961,21026,14027
2/20/14,30028,45501,20382,13772
2/21/14,25121,40115,15705,10169
2/24/14,30284,37440,15699,11499
2/25/14,29479,43859,12285,12536
2/26/14,24922,49629,22167,9979
2/27/14,21700,42249,14905,8487
2/28/14,7989,50232,19985,6401
3/3/14,52762,22932,13322,12766
3/4/14,39473,13858,8862,7263
3/5/14,48284,21698,13820,11060
3/6/14,46890,26458,14921,13966
3/7/14,53507,31730,15447,15182
3/10/14,47641,28384,14237,15770
3/11/14,43005,22879,12520,11848
3/12/14,58579,42876,25236,17611
3/13/14,43368,31833,17620,15941
3/14/14,43053,30241,15849,14311
3/17/14,51425,39639,22416,17782
3/18/14,40594,36069,18664,15700
3/19/14,35178,49332,29146,14920
3/20/14,34512,43846,18891,15843
3/21/14,31004,41857,16890,12971
3/24/14,35498,51387,20644,16285
3/25/14,38922,63272,30375,22486
3/26/14,30110,45792,16761,14617
3/27/14,27883,51579,19632,11189
3/28/14,34107,54868,22408,14411
3/31/14,11630,54707,24947,7678
4/1/14,52739,23376,12265,12930
4/2/14,75317,49462,24293,28008
4/3/14,61721,35722,17024,18133
4/4/14,59728,33579,15426,17583
4/7/14,63460,38513,18689,17857
4/8/14,60972,42369,26240,20049
4/9/14,79514,60215,30276,31716
4/10/14,59303,41279,22588,18748
4/11/14,73281,62580,35079,29701
4/14/14,49017,35486,14700,16244
4/15/14,48448,41997,20187,18089
4/16/14,46239,43587,20293,18773
4/17/14,47535,40717,18159,18874
4/21/14,39015,43434,18447,18165
4/22/14,49298,70779,28240,27322
4/23/14,46700,66929,26149,21666
4/24/14,53951,80182,36262,25296
4/25/14,33269,61889,26870,14388
4/28/14,23730,59146,20649,11971
4/29/14,26911,52250,20353,11076
4/30/14,11302,72113,35710,8389
5/1/14,73849,41106,19883,24114
5/2/14,62682,37335,23379,18392
5/5/14,58793,29588,17263,15194
5/6/14,71448,46959,24271,25389
5/7/14,73260,53826,25923,24719
5/8/14,72955,49998,24989,24480
5/9/14,51814,30374,13410,15278
5/12/14,50300,36665,15134,19322
5/13/14,55746,46355,24091,22470
5/14/14,72465,62704,32626,32110
5/15/14,47042,39251,17941,18360
5/16/14,48633,41448,19514,19621
5/19/14,37233,36016,16480,15674
5/20/14,45009,51973,21063,22012
5/21/14,50722,67538,31504,22004
5/22/14,42679,65109,26659,17522
5/23/14,39833,53270,21610,18673
5/27/14,38981,59922,23873,17646
5/28/14,37540,67678,31459,17224
5/29/14,32136,71467,30877,13610
5/30/14,11890,62777,27692,8751
6/2/14,54748,30498,15473,16713
6/3/14,51330,27207,15110,15876
6/4/14,53716,29141,16975,15661
6/5/14,42914,22793,12000,10961
6/6/14,56039,28578,15741,13867
6/9/14,57674,27558,18173,13594
6/10/14,55016,31470,20618,14510
6/11/14,58609,39687,24133,19678
6/12/14,63623,49598,26726,25388
6/13/14,52627,39819,23049,18973
6/16/14,40257,31719,12004,16063
6/17/14,35201,28759,13630,11334
6/18/14,39587,35806,16917,17489
6/19/14,35191,44639,22446,16656
6/20/14,33288,36207,16393,13359
6/23/14,31448,43929,18155,15911
6/24/14,38117,51749,20673,17356
6/25/14,37096,59430,26728,20708
6/26/14,28060,45210,16953,12680
6/27/14,31258,53908,21706,12096
6/30/14,10313,51751,20076,7711
7/1/14,53035,26588,12595,14573
7/2/14,64539,34814,15460,21025
7/3/14,47293,25407,12341,13282
7/7/14,61482,34852,15749,19861
7/8/14,53414,32466,13021,17162
7/9/14,60394,38242,16415,19733
7/10/14,59287,43965,15684,25975
7/11/14,56173,34951,19185,16643
7/14/14,43847,28649,13183,16272
7/15/14,51641,43333,26382,19957
7/16/14,51355,45238,20323,22378
7/17/14,51612,45311,20829,22626
7/18/14,34843,24548,10949,11545
7/21/14,36592,54301,32716,18070
7/22/14,36770,50889,17671,21738
7/23/14,41236,65393,26941,23976
7/24/14,35538,62092,27704,18209
7/25/14,30215,52404,21623,14558
7/28/14,27689,42629,17363,11957
7/29/14,21393,51160,25286,10787
7/30/14,22247,56250,25100,8427
7/31/14,8659,55050,24651,6157
8/1/14,59760,32957,17628,17955
8/4/14,50805,32067,15737,19169
8/5/14,58959,37281,21132,19022
8/6/14,66486,42517,18881,23893
8/7/14,64128,44742,20163,24643
8/8/14,54300,40104,18823,18418
8/11/14,40334,26925,13407,13529
8/12/14,50846,34705,15755,17563
8/13/14,57432,44822,21682,22346
8/14/14,57528,43498,20326,22236
8/15/14,45489,34992,15364,14914
8/18/14,46355,45008,21739,19862
8/19/14,41801,59002,32983,22931
8/20/14,39594,59483,23712,19130
8/21/14,32480,57230,25136,14802
8/22/14,29259,49419,24309,13721
8/25/14,24860,37761,12430,10038
8/26/14,31315,49839,18603,12950
8/27/14,28385,67232,34490,12711
8/28/14,21506,50797,15499,7910
8/29/14,6238,52211,16815,5972
9/2/14,58796,20950,13470,11670
9/3/14,75309,36476,24183,21455
9/4/14,63044,35791,22211,17443
9/5/14,62771,34449,25309,16866
9/8/14,62419,36106,21974,17890
9/9/14,48142,28748,17189,14469
9/10/14,59185,36614,21811,19422
9/11/14,50698,34805,16649,17456
9/12/14,58624,41563,22692,21696
9/15/14,49439,35911,17660,18461
9/16/14,47887,40642,20377,18730
9/17/14,48616,49222,26242,21622
9/18/14,49149,52045,29587,19599
9/19/14,41773,54982,31152,20953
9/22/14,44404,63282,29574,24768
9/23/14,41037,63730,34494,21955
9/24/14,34103,65983,32941,16714
9/25/14,30263,74045,40436,15002
9/26/14,25547,66029,35136,11309
9/29/14,20157,46320,20320,6533
9/30/14,7588,63395,29084,5028
10/1/14,76966,41614,15251,25450
10/2/14,60185,38432,15354,20545
10/3/14,69519,48252,20354,20252
10/6/14,64267,41422,16013,22868
10/7/14,59332,44402,19497,20873
10/8/14,76295,53134,23800,28767
10/9/14,64638,47334,26078,20340
10/10/14,52829,37590,17404,18092
10/13/14,60812,40491,18988,20849
10/14/14,57419,45911,21892,22597
10/15/14,50609,42812,19119,17859
10/16/14,53311,49181,15643,19610
10/17/14,48805,48203,17977,19966
10/20/14,50230,54371,18174,26016
10/21/14,37719,46658,14483,20723
10/22/14,35149,55129,20743,18631
10/23/14,33828,59280,18226,21010
10/24/14,33590,50497,14649,18744
10/27/14,26676,41934,11611,12094
10/28/14,30074,44616,14592,12883
10/29/14,28444,59475,20008,12734
10/30/14,21344,46858,14147,9105
10/31/14,6261,51900,20771,5036
11/3/14,53902,20127,7823,11321
11/4/14,58031,23485,8192,13492
11/5/14,60591,28152,10029,16311
11/6/14,78809,52472,17515,26410
11/7/14,73922,49445,16095,27295
11/10/14,60462,40758,14422,21025
11/11/14,50344,36561,14163,18555
11/12/14,71005,61393,21539,33169
11/13/14,79997,71183,24448,34381
11/14/14,50956,36673,14725,17092
11/17/14,40463,37057,14795,15354
11/18/14,36797,46948,19528,15032
11/19/14,32807,50838,19676,14930
11/20/14,35248,56226,18538,17619
11/21/14,39069,70610,27565,18161
11/24/14,34547,40551,12136,12255
11/25/14,32211,57994,17963,14576
11/26/14,22010,48969,16258,7825
11/28/14,4288,50515,15394,3307
12/1/14,64079,26425,15012,13948
12/2/14,73221,28845,20486,14303
12/3/14,58348,26613,17100,13276
12/4/14,50580,23255,12550,10378
12/5/14,57010,23171,14758,12575
12/8/14,64279,29920,16835,17307
12/9/14,62184,32993,23506,16105
12/10/14,69570,42485,28758,21087
12/11/14,58745,37269,24109,18598
12/12/14,47374,30544,15219,16428
12/15/14,46542,35375,17716,16776
12/16/14,52022,34610,12503,19268
12/17/14,53343,38401,15890,19228
12/18/14,35703,39971,11949,16657
12/19/14,32958,37796,10696,14695
12/22/14,33435,38224,13410,13531
12/23/14,30431,38722,11034,11267
12/24/14,21185,30288,10997,8334
12/26/14,10561,16731,4688,4317
12/29/14,24783,44794,16569,8798
12/30/14,25320,42742,14256,10161
12/31/14,4535,36081,11010,3970
1/2/15,42774,16755,9682,9186
1/5/15,46187,19700,12315,9456
1/6/15,61161,32009,15178,17738
1/7/15,56396,33485,18022,18839
1/8/15,62629,51023,22435,21378
1/9/15,63319,46158,25250,20590
1/12/15,54023,39908,19991,18698
1/13/15,57698,47901,20145,20776
1/14/15,62563,51576,32191,20889
1/15/15,64790,50136,22964,23691
1/16/15,51855,54243,25532,21313
1/20/15,39075,48872,22792,18089
1/21/15,36529,49637,17389,17061
1/22/15,29920,52968,22057,14764
1/23/15,24178,48484,20648,11989
1/26/15,24672,42542,17361,10656
1/27/15,16650,44988,22167,7842
1/28/15,25256,50293,28925,11224
1/29/15,19502,47061,25845,7842
1/30/15,6252,58843,26794,4461
2/2/15,62563,35368,22929,18065
2/3/15,69820,40476,20719,21198
2/4/15,67624,41011,24605,20510
2/5/15,56980,33712,22427,15838
2/6/15,69603,47119,27438,24529
2/9/15,60137,38762,22420,21046
2/10/15,56812,35559,21551,19483
2/11/15,69662,50244,29489,26456
2/12/15,70556,55686,32779,28264
2/13/15,63893,51260,23835,27406
2/17/15,59103,55728,25162,26547
2/18/15,48008,61911,24783,22559
2/19/15,37977,68046,28368,20789
2/20/15,38513,69835,30607,21477
2/23/15,27200,47793,22497,13110
2/24/15,25788,44626,16638,10703
2/25/15,25097,70727,32193,11539
2/26/15,22094,67836,38951,7921
2/27/15,6226,67753,33449,4363
3/2/15,64668,38440,35442,15039
3/3/15,60055,36676,26680,17178
3/4/15,60018,39337,28673,20220
3/5/15,67022,46686,34806,21193
3/6/15,52264,32332,19530,15034
3/9/15,51758,31074,18635,16644
3/10/15,60187,41554,23468,20836
3/11/15,55568,41585,25601,20070
3/12/15,64347,64721,46528,25238
3/13/15,44972,35125,24797,15866
3/16/15,45306,40556,23947,20427
3/17/15,39295,35620,18724,15659
3/18/15,47006,46645,29033,19179
3/19/15,30063,41984,23233,12579
3/20/15,19487,34959,17210,7989
3/23/15,23573,37532,13168,10031
3/24/15,28769,43570,19978,10857
3/25/15,25895,59633,36317,9798
3/26/15,20685,56920,31230,10250
3/27/15,22319,61485,30020,10969
3/30/15,23699,50831,18335,9252
3/31/15,7151,62809,36339,5444
4/1/15,66081,38384,18541,18197
4/2/15,58630,38815,20857,22758
4/6/15,53568,30437,17137,15454
4/7/15,62488,36754,21938,19299
4/8/15,90962,68802,37565,33042
4/9/15,70020,56658,33696,25090
4/10/15,62776,41443,21862,20259
4/13/15,60816,47103,25730,23850
4/14/15,65765,47554,25061,26829
4/15/15,61275,51734,29116,20633
4/16/15,57834,54804,28817,23888
4/17/15,41944,37117,19315,16642
4/20/15,33331,42208,13766,13126
4/21/15,27031,49316,18487,12305
4/22/15,28876,58262,25881,13017
4/23/15,37424,79529,35134,18202
4/24/15,25816,50002,19129,11391
4/27/15,23745,46064,18618,9827
4/28/15,20166,43869,15511,9914
4/29/15,21907,64810,28911,9188
4/30/15,5696,53734,25407,4340
5/1/15,54737,21480,12668,12062
5/4/15,43059,17196,9215,10020
5/5/15,57189,34185,19874,18428
5/6/15,80876,51235,32643,22955
5/7/15,76210,49033,29355,23751
5/8/15,57951,34165,15294,17764
5/11/15,43387,26367,12686,13770
5/12/15,58716,42879,22397,21563
5/13/15,53408,43460,22656,16188
5/14/15,55558,46686,22174,20020
5/15/15,53459,40071,15749,18546
5/18/15,39269,32627,12183,12662
5/19/15,38048,49178,16986,18355
5/20/15,38593,59775,23930,16060
5/21/15,33919,58172,21510,16274
5/22/15,37493,56561,19791,15872
5/26/15,37743,64285,25416,14862
5/27/15,27106,61513,22779,11427
5/28/15,26245,73125,33667,12493
5/29/15,8005,96332,49691,6809
6/1/15,58044,30625,21486,14443
6/2/15,66988,35386,22826,19524
6/3/15,83261,48645,30660,24879
6/4/15,70769,39290,28012,21356
6/5/15,71108,33876,24660,17622
6/8/15,56298,31571,19864,17563
6/9/15,75159,43500,32854,23833
6/10/15,98823,75142,49159,40133
6/11/15,71097,58490,37380,27342
6/12/15,52672,39633,25649,17391
6/15/15,56495,44002,24237,20685
6/16/15,56677,47001,32144,19467
6/17/15,76169,74110,47012,31084
6/18/15,42873,43486,24806,18962
6/19/15,38879,53334,25906,19245
6/22/15,33392,49928,26258,15383
6/23/15,40937,75891,36159,21257
6/24/15,40225,65953,32766,20892
6/25/15,31317,54603,22827,12150
6/26/15,21560,44679,15687,11164
6/29/15,20384,54579,22981,9576
6/30/15,8061,58147,30821,6046
7/1/15,59264,31791,19670,15405
7/2/15,58537,41454,25125,17691
7/6/15,87924,46602,26073,22858
7/7/15,80528,53213,28471,26380
7/8/15,87286,66507,36739,34715
7/9/15,76093,55285,27554,28418
7/10/15,70122,47944,26628,24959
7/13/15,66245,52841,27428,24597
7/14/15,60322,49372,25866,22179
7/15/15,62293,49901,24156,24649
7/16/15,47768,46009,23735,20992
7/17/15,55774,53724,21912,26547
7/20/15,38882,37477,17635,14973
7/21/15,36511,48363,21527,18389
7/22/15,30914,55071,23933,14389
7/23/15,27677,43639,23388,10120
7/24/15,21983,42397,18468,10249
7/27/15,25004,43524,17427,9532
7/28/15,18842,45449,19084,9358
7/29/15,20903,54052,22997,11666
7/30/15,21745,51839,20004,8668
7/31/15,6581,55766,27433,5436
8/3/15,60540,31203,16620,15811
8/4/15,56091,31942,15170,16156
8/5/15,59626,28340,16585,15190
8/6/15,62514,38484,17403,18668
8/7/15,62223,44882,24489,21753
8/10/15,62617,44397,21316,20877
8/11/15,61956,49247,27295,22340
8/12/15,90374,81561,45757,35489
8/13/15,64892,56358,28240,25059
8/14/15,45996,34021,16687,15722
8/17/15,57021,50239,20013,25362
8/18/15,43149,42516,17562,17596
8/19/15,48549,65231,31761,22776
8/20/15,38079,63729,27516,19743
8/21/15,36837,76484,33881,20322
8/24/15,31518,64055,27523,15415
8/25/15,26467,61310,32934,12512
8/26/15,33352,76259,42200,14222
8/27/15,20394,70186,40204,8626
8/28/15,23883,84950,41511,9778
8/31/15,6541,61422,26055,4358
9/1/15,58575,28426,20406,14236
9/2/15,76407,37158,23077,20560
9/3/15,52716,29657,16824,15608
9/4/15,47262,24792,16284,13310
9/8/15,64237,38152,19946,19452
9/9/15,57527,38027,18662,20151
9/10/15,59124,47094,29090,21173
9/11/15,51801,34602,20481,15883
9/14/15,56519,42709,24136,19054
9/15/15,47195,42961,25524,16946
9/16/15,51660,50860,29711,21482
9/17/15,43986,39131,17635,17642
9/18/15,37266,38100,17941,14664
9/21/15,33816,50093,31057,13117
9/22/15,27378,47742,24049,12238
9/23/15,26743,54503,27049,14334
9/24/15,27942,49536,24482,11626
9/25/15,25033,48020,19759,9739
9/28/15,20777,43675,17483,9117
9/29/15,22824,49772,19875,10035
9/30/15,9389,75292,44781,7876
10/1/15,79931,52683,21742,28092
10/2/15,72161,45510,18009,23958
10/5/15,52264,27716,12811,13924
10/6/15,54985,32361,14037,17111
10/7/15,64998,46982,22377,25077
10/8/15,54311,37778,18477,18720
10/9/15,59585,42248,18682,21086
10/12/15,61542,48977,19627,25445
10/13/15,61118,54408,27445,25807
10/14/15,41457,36824,17059,15602
10/15/15,49603,50686,22288,23505
10/16/15,34175,29710,11877,11420
10/19/15,43091,57782,25513,20750
10/20/15,30057,45367,16584,13802
10/21/15,28353,59414,26582,15615
10/22/15,30679,56251,30525,15211
10/23/15,25078,42907,18455,11875
10/26/15,21617,39833,17979,9427
10/27/15,20192,44814,18077,8447
10/28/15,18938,65758,27027,8655
10/29/15,13321,47114,17369,6074
10/30/15,6156,59525,28447,5053
11/2/15,65128,34567,13737,18672
11/3/15,77810,50250,23473,28055
11/4/15,82263,54570,25940,27898
11/5/15,60387,38057,13923,21990
11/6/15,63001,41698,13675,23952
11/9/15,60768,44686,16813,22855
11/10/15,61549,41458,14058,22660
11/11/15,58194,42928,13748,22056
11/12/15,68520,59562,18981,26571
11/13/15,47499,46292,14754,19667
11/16/15,48873,48512,15821,18872
11/17/15,41140,44467,16886,16514
11/18/15,47632,61431,24259,20834
11/19/15,42643,63355,21306,22900
11/20/15,34813,60307,17307,16625
11/23/15,31792,63852,22206,16390
11/24/15,35598,102780,44185,20106
11/25/15,34292,88248,28196,16227
11/27/15,13620,45838,17976,5112
11/30/15,8221,66652,25816,5959
12/1/15,108616,49629,25433,25889
12/2/15,84188,32958,22002,18802
12/3/15,65861,29713,15798,17324
12/4/15,64057,25399,14681,12964
12/7/15,73003,36503,22299,20306
12/8/15,67043,30248,21881,15948
12/9/15,72644,44782,29752,19833
12/10/15,76764,54937,35487,27954
12/11/15,76941,54657,32239,26399
12/14/15,62427,40687,20516,20554
12/15/15,56785,39809,18263,19289
12/16/15,58013,44961,19783,22198
12/17/15,52147,50756,22360,21327
12/18/15,40667,44987,21333,14690
12/21/15,35013,53838,19175,17549
12/22/15,36338,58220,22181,16968
12/23/15,29434,54174,16577,13795
12/24/15,13385,31685,7966,5233
12/28/15,18447,37203,12265,6671
12/29/15,14931,45400,15664,6175
12/30/15,14566,41547,12054,7265
12/31/15,3415,47541,12761,3187
1/4/16,58151,21585,12705,10464
1/5/16,59136,28424,18634,14676
1/6/16,89185,52016,28544,25846
1/7/16,58164,30280,16171,15759
1/8/16,59255,36049,17969,17576
1/11/16,58669,41816,16594,21191
1/12/16,74128,61292,34254,27910
1/13/16,69937,60867,29355,28301
1/14/16,51141,42799,21858,18626
1/15/16,50163,41888,20396,17523
1/19/16,54080,59651,32971,24216
1/20/16,37417,60184,28293,18073
1/21/16,40495,74564,32604,21893
1/22/16,26364,57397,26948,11852
1/25/16,29437,68615,30036,14623
1/26/16,22328,67366,34673,8682
1/27/16,23143,73950,41188,10538
1/28/16,19120,75995,43131,8888
1/29/16,5629,55882,28622,4987
2/1/16,63970,38040,13545,20076
2/2/16,70282,50385,26525,20245
2/3/16,72964,57854,33015,24393
2/4/16,60460,39861,20440,20191
2/5/16,72175,45914,28798,22751
2/8/16,58161,35935,21255,18374
2/9/16,65619,49099,29825,21385
2/10/16,68897,52258,29752,23796
2/11/16,65143,50029,25653,22535
2/12/16,58216,49230,25265,21117
2/16/16,60493,54483,24748,21601
2/17/16,47889,53718,27806,22219
2/18/16,49259,58765,26712,23981
2/19/16,31059,40683,15880,12889
2/22/16,28814,45739,17627,12530
2/23/16,31369,49719,16097,12583
2/24/16,31268,66759,30360,14333
2/25/16,23998,61372,29981,9880
2/26/16,26444,57669,30067,11989
2/29/16,7376,44263,21361,5074
3/1/16,54956,37482,27285,16352
3/2/16,57543,39808,30989,16636
3/3/16,52861,37019,27723,15872
3/4/16,54373,36117,23499,15899
3/7/16,58996,36575,21862,16680
3/8/16,58707,45612,31650,20283
3/9/16,73581,65170,51275,27618
3/10/16,62925,51797,34113,21253
3/11/16,45175,33038,20098,14638
3/14/16,46037,32599,20052,15951
3/15/16,39625,32713,19456,12892
3/16/16,40160,46341,35381,15467
3/17/16,42187,41121,25276,14404
3/18/16,32124,39019,23600,12351
3/21/16,32200,38835,19706,12468
3/22/16,32410,66039,36435,15724
3/23/16,36542,78639,49532,17845
3/24/16,34466,61168,30215,13695
3/28/16,28260,41141,17096,10672
3/29/16,24322,50510,25885,11236
3/30/16,22999,54542,28446,10014
3/31/16,7403,55288,39127,5593
4/1/16,63723,47490,25076,21145
4/4/16,48098,30592,13120,14011
4/5/16,49478,38351,19670,14734
4/6/16,60415,54271,26131,21763
4/7/16,58562,45502,25869,18290
4/8/16,67709,55968,28592,23683
4/11/16,60456,44084,25237,18387
4/12/16,58656,48745,25673,20610
4/13/16,62404,64513,39199,24795
4/14/16,46239,44441,24066,16671
4/15/16,50578,51797,27814,17429
4/18/16,49114,45306,24483,18518
4/19/16,44131,58820,29245,20561
4/20/16,37658,63321,24850,16996
4/21/16,37154,68019,33375,18683
4/22/16,33371,58753,30664,13659
4/25/16,34804,42483,17678,11927
4/26/16,31534,62152,29669,15188
4/27/16,22355,65019,30190,10884
4/28/16,20328,53892,27248,7714
4/29/16,5529,52530,25194,4756
5/2/16,49457,28273,13705,13182
5/3/16,64392,45335,25486,19681
5/4/16,83794,60010,31306,28063
5/5/16,58528,36483,17781,16155
5/6/16,62668,45025,20091,25233
5/9/16,66658,42695,21441,21374
5/10/16,61534,50752,25110,23135
5/11/16,84556,71532,39941,31117
5/12/16,51707,41646,20452,18583
5/13/16,54294,53573,25616,21349
5/16/16,47774,43475,21557,16155
5/17/16,56006,63652,31238,25222
5/18/16,55876,59677,33020,21791
5/19/16,34521,58515,28178,16025
5/20/16,34171,55264,22924,15304
5/23/16,42964,67065,29579,20124
5/24/16,40811,81874,43555,20424
5/25/16,34911,69795,33826,15262
5/26/16,28818,67487,34586,12679
5/27/16,26091,63320,24396,11591
5/31/16,11975,68153,33393,8120
6/1/16,74944,48943,32764,25603
6/2/16,70471,43481,30593,21681
6/3/16,54939,31877,20322,15807
6/6/16,72118,58166,38318,27183
6/7/16,72749,57925,46628,26519
6/8/16,86317,70562,61624,28980
6/9/16,62565,46471,36937,22244
6/10/16,75032,56928,44021,27799
6/13/16,69457,53073,41770,26000
6/14/16,48953,44555,32556,17706
6/15/16,64389,65537,45704,23036
6/16/16,51509,49652,32399,17657
6/17/16,45187,40053,19596,16232
6/20/16,41661,59659,35324,17049
6/21/16,35635,57972,30247,15404
6/22/16,43546,76585,35575,22123
6/23/16,29373,44193,22899,11555
6/24/16,40205,71779,32228,17276
6/27/16,31008,58840,27917,12290
6/28/16,23818,58418,32497,10321
6/29/16,24161,83806,59528,10009
6/30/16,7891,56796,39237,6380
7/1/16,65824,45349,32840,19161
7/5/16,66852,47914,30543,21058
7/6/16,77653,71720,41447,32467
7/7/16,75727,57786,36235,26463
7/8/16,63271,39738,23494,18201
7/11/16,60395,46855,24609,26784
7/12/16,53485,45183,28310,20116
7/13/16,51737,41459,24517,19195
7/14/16,44019,34585,21264,15832
7/15/16,47386,39820,27369,17483
7/18/16,35347,29311,15748,11619
7/19/16,31141,40134,19449,13369
7/20/16,35551,63862,34015,17827
7/21/16,27328,41918,19106,11503
7/22/16,38983,61565,29250,19812
7/25/16,31031,45412,20790,12473
7/26/16,38710,69198,32999,18727
7/27/16,29208,71635,43692,12977
7/28/16,22470,71771,42820,8599
7/29/16,6539,64119,35395,4749
8/1/16,59886,37749,22794,19218
8/2/16,72697,47134,20037,22949
8/3/16,80276,47252,21994,24161
8/4/16,74157,47575,22585,24808
8/5/16,70810,50585,24023,25466
8/8/16,83947,60163,30424,32687
8/9/16,71704,60175,34970,27024
8/10/16,91707,75587,39857,35765
8/11/16,81227,61264,35975,26760
8/12/16,59758,50166,22517,23615
8/15/16,54751,40075,21766,19833
8/16/16,65967,57761,24086,28802
8/17/16,77240,80016,33713,32557
8/18/16,49262,51321,22731,20464
8/19/16,48644,63988,26337,21772
8/22/16,36621,55396,19386,16462
8/23/16,36568,63817,25050,17301
8/24/16,42252,89469,38393,21084
8/25/16,34618,63618,24195,15329
8/26/16,33426,62013,20776,13516
8/29/16,23302,54990,22168,10825
8/30/16,21782,67154,29412,10146
8/31/16,8178,68928,37047,5694
9/1/16,66425,39926,28570,18299
9/2/16,59866,32424,22780,15416
9/6/16,72686,43094,26386,23899
9/7/16,69574,45823,24241,23857
9/8/16,81887,62511,41691,28024
9/9/16,72674,51458,30740,24701
9/12/16,87234,78793,47733,35786
9/13/16,99852,107419,73210,42198
9/14/16,87099,82667,48224,38096
9/15/16,97174,115922,80775,47155
9/16/16,111195,131029,76805,59297
9/19/16,70875,81841,57073,27565
9/20/16,69429,101303,68723,31741
9/21/16,48962,81968,47159,24961
9/22/16,48687,79641,36993,23640
9/23/16,42226,85880,47437,22415
9/26/16,36178,63884,29394,14256
9/27/16,41616,76366,32280,18968
9/28/16,34038,118761,74760,19797
9/29/16,21911,75456,41610,8878
9/30/16,7169,62693,38161,5651
10/3/16,52428,30393,16943,14380
10/4/16,77360,53867,25283,27031
10/5/16,73781,61105,28640,26678
10/6/16,54471,40664,19692,17474
10/7/16,76138,54398,27396,26437
